ticker,company_name,country,primary_business_tag,business_tags,business_overview
EXPN,Experian Plc,United Kingdom,betting_services,betting_services;online_gaming,Operates sports betting and online gaming platforms globally.
FCIT,F&C Investment Trust Plc,United Kingdom,data_analytics,data_analytics;credit_analytics;fraud_detection,"Provides data, analytics and decision-support solutions for businesses and consumers."
FRES,Fresnillo Plc,United Kingdom,investment_trust,investment_trust;portfolio_management,Operates a globally diversified investment trust.
GAW,Games Workshop Group Plc,United Kingdom,mining,mining;silver_mining;gold_mining,Produces silver and gold through mining operations in Mexico.
GLEN,Glencore Plc,United Kingdom,hobby_products,hobby_products;gaming;consumer_brands,"Designs, manufactures and sells tabletop gaming products and intellectual property."
GSK,Glaxosmithkline,United Kingdom,commodity_trading,commodity_trading;mining;metals;energy_trading,"Produces and markets metals, minerals and energy commodities globally."
HLMA,Halma Plc,United Kingdom,pharmaceuticals,pharmaceuticals;vaccines;biotechnology,Develops medicines and vaccines focused on infectious disease and immune science.
HLN,Haleon Plc,United Kingdom,safety_technology,safety_technology;medical_devices;environmental_monitoring,"Develops safety, healthcare and environmental monitoring technologies."
HSBA,Hsbc Holdings Plc,United Kingdom,consumer_healthcare,consumer_healthcare;consumer_brands,"Manufactures consumer healthcare, wellness and over-the-counter health products."
HSX,Hiscox Ltd,United Kingdom,banking,banking;wealth_management;investment_banking,"Provides global retail, commercial and institutional banking services."
HWDN,Howden Joinery Group Plc,United Kingdom,insurance,insurance;reinsurance,Provides specialist commercial insurance and global reinsurance services.
IAG,International Airlines Group Sa,United Kingdom,building_products,building_products;kitchen_products;home_improvement,Manufactures and distributes kitchens and joinery products for trade professionals.
ICG,Icg Enterprise Trust,United Kingdom,alternative_asset_management,alternative_asset_management;private_equity;private_credit;infrastructure_investment,"Manages alternative investments across private equity, debt and infrastructure."
IGG,Ig Group Holdings Plc,United Kingdom,trading_platforms,trading_platforms;investment_services;financial_education,Provides online trading platforms and investment services for retail clients.
IHG,Intercontinental Hotels Group Plc,United Kingdom,hospitality,hospitality;hotel_management;travel_services,"Operates, manages and franchises global hotel brands and hospitality services."
III,3I Group Plc,United Kingdom,private_equity,private_equity;infrastructure_investment;asset_management,Invests in private equity and infrastructure businesses while managing investment assets.
IMB,Imperial Brands Plc,United Kingdom,tobacco_products,tobacco_products;consumer_brands;industrial_distribution,Manufactures and markets tobacco and next-generation nicotine products while operating distribution services.
IMI,Imi Plc,United Kingdom,fluid_control,fluid_control;industrial_automation;energy_systems,"Develops fluid and motion control technologies for industrial, energy and automation applications."
INF,Informa Plc,United Kingdom,business_information,business_information;events;academic_publishing;digital_services,"Provides business events, digital information, research and academic publishing services."
INVP,Investec Plc,United Kingdom,investment_banking,investment_banking;private_banking;wealth_management,"Provides private banking, corporate banking, investment banking and wealth management services."
ITRK,Intertek Group Plc,United Kingdom,testing_certification,testing_certification;inspection;quality_assurance,"Provides testing, inspection, certification and quality assurance services across global industries."
JD,Jd Sports Fashion Plc,United Kingdom,sports_retail,sports_retail;footwear;apparel,Operates sports fashion and outdoor retail businesses across physical and digital channels.
KGF,Kingfisher Plc,United Kingdom,home_improvement,home_improvement;building_products;retail,Operates home improvement retail businesses serving consumers and trade professionals.
LAND,Land Securities Group Reit Plc,United Kingdom,commercial_real_estate,commercial_real_estate;office_property;retail_property,"Owns, develops and manages office, retail and mixed-use commercial real-estate assets."
LGEN,Legal And General Group Plc,United Kingdom,insurance,insurance;asset_management;retirement_services,"Provides insurance, retirement, investment and asset management services."
LLOY,Lloyds Banking Group Plc,United Kingdom,banking,banking;commercial_banking;insurance;asset_management,"Provides retail, commercial banking and financial services, with additional activities across insurance and investments."
LMP,Londonmetric Property Reit Plc,United Kingdom,logistics_real_estate,logistics_real_estate;commercial_real_estate;healthcare_property,"Owns and manages logistics, healthcare, leisure and commercial real-estate assets."
LSEG,London Stock Exchange Group Plc,United Kingdom,market_infrastructure,market_infrastructure;financial_data;capital_markets,"Operates financial market infrastructure while providing market data, indices and analytics services."
MKS,Marks And Spencer Group Plc,United Kingdom,food_retail,food_retail;fashion_retail;financial_services,"Operates food, clothing and home retail businesses, with additional activities across financial services."
MNG,M&G Plc,United Kingdom,asset_management,asset_management;pensions;retirement_services,"Provides investment management, pensions and long-term savings solutions."
MRO,Melrose Industries Plc,United Kingdom,aerospace_components,aerospace_components;aerospace_manufacturing;defence_systems,"Designs and manufactures aerospace structures, engine components and defence technologies."
MTLN,Metlen Energy & Metals,United Kingdom,integrated_energy,integrated_energy;metals;engineering_services,Produces energy and metals while developing infrastructure and engineering projects.
NG,National Grid Plc,United Kingdom,electricity_transmission,electricity_transmission;gas_distribution;energy_infrastructure,Operates electricity transmission and gas distribution infrastructure.
NWG,Natwest Group Plc,United Kingdom,banking,banking;commercial_banking;private_banking,"Provides retail, private, commercial and institutional banking services."
NXT,Next Plc,United Kingdom,fashion_retail,fashion_retail;ecommerce;consumer_brands,"Designs, markets and sells clothing, homeware and beauty products through retail and digital channels."
PCT,Polar Capital Technology Trust,United Kingdom,investment_trust,investment_trust;technology_investing,Operates a technology-focused global investment trust.
PRU,Prudential Plc,United Kingdom,insurance,insurance;asset_management;life_insurance,"Provides life insurance, health insurance and asset management services across Asia and Africa."
PSH,Pershing Square Holdings,United Kingdom,investment_holding,investment_holding;equity_investing,Manages a concentrated portfolio of global equity investments through a closed-end investment company.
PSN,Persimmon Plc,United Kingdom,homebuilding,homebuilding;property_development;construction_materials,Develops and builds residential housing across the United Kingdom.
PSON,Pearson Plc,United Kingdom,education_services,education_services;digital_learning;assessment,"Provides educational content, assessments and digital learning solutions."
REL,Relx Plc,United Kingdom,data_analytics,data_analytics;business_information;risk_analytics,"Provides information, analytics and decision-support tools for professional markets."
RIO,Rio Tinto Plc,United Kingdom,mining,mining;iron_ore;copper;aluminium,"Produces iron ore, copper, aluminium and other mined materials through global mining operations."
RKT,Reckitt Benckiser Group Plc,United Kingdom,consumer_healthcare,consumer_healthcare;household_products;personal_care,"Develops and markets consumer healthcare, household and personal-care products."
RR,Rolls-Royce Holdings Plc,United Kingdom,aerospace_propulsion,aerospace_propulsion;power_systems;defence_systems,"Develops aircraft engines, power systems and propulsion technologies for civil and defence markets."
RTO,Rentokil Initial Plc,United Kingdom,business_services,business_services;pest_control;hygiene_services,"Provides pest control, hygiene and workplace wellbeing services."
SBRY,Sainsbury(J) Plc,United Kingdom,food_retail,food_retail;general_merchandise;financial_services,"Operates supermarkets and retail businesses, with additional activities across banking and financial services."
SDLF,Standard Life,United Kingdom,retirement_services,retirement_services;insurance;investment_services,"Provides retirement, pensions, savings and investment products."
SDR,Schroders Plc,United Kingdom,asset_management,asset_management;wealth_management;investment_advisory,"Provides investment management, advisory and wealth management services."
SGE,Sage Group Plc,United Kingdom,enterprise_software,enterprise_software;accounting_software;payroll_software,"Develops accounting, payroll, financial management and business software solutions."
SGRO,Segro Reit Plc,United Kingdom,logistics_real_estate,logistics_real_estate;industrial_property;data_centres,"Owns, develops and manages logistics warehouses and industrial property assets."
SHEL,Shell Plc,United Kingdom,integrated_energy,integrated_energy;oil_gas;lng;renewable_energy,"Explores, produces, refines and markets energy products, with additional activities across LNG, chemicals and renewable energy."
SMIN,Smiths Group Plc,United Kingdom,industrial_engineering,industrial_engineering;fluid_management;industrial_components,"Designs and manufactures engineered industrial products for energy, aerospace and industrial markets."
SMT,Scottish Mortgage Investment Trust,United Kingdom,investment_trust,investment_trust;global_equities,Operates a globally diversified long-term investment trust.
SN,Smith And Nephew Plc,United Kingdom,medical_devices,medical_devices;orthopaedics;wound_care,"Develops orthopaedic, sports medicine and advanced wound-care technologies."
SPX,Spirax-Sarco Engineering Plc,United Kingdom,thermal_management,thermal_management;fluid_technology;industrial_equipment,Develops thermal energy management and fluid technology solutions for industrial markets.
SSE,Sse Plc,United Kingdom,electricity_generation,electricity_generation;renewable_energy;electricity_transmission,"Develops, generates and distributes electricity through renewable and network infrastructure."
STAN,Standard Chartered Plc,United Kingdom,banking,banking;investment_banking;wealth_management;digital_banking,"Provides international retail, commercial and investment banking services."
STJ,St Jamess Place Plc,United Kingdom,wealth_management,wealth_management;financial_advice;investment_services,"Provides adviser-led wealth management, investment and retirement planning services."
SVT,Severn Trent Plc,United Kingdom,water_utilities,water_utilities;wastewater;renewable_energy,"Provides water supply, wastewater and related environmental services."
TSCO,Tesco Plc,United Kingdom,food_retail,food_retail;wholesale;financial_services,"Operates food retail, wholesale and financial services businesses."
ULVR,Unilever Plc,United Kingdom,consumer_products,consumer_products;personal_care;food_products,"Develops, manufactures and markets household, personal-care and food products."
UU,United Utilities Group Plc,United Kingdom,water_utilities,water_utilities;wastewater,Provides water supply and wastewater infrastructure and services.
VOD,Vodafone Group Plc,United Kingdom,telecommunications,telecommunications;iot;digital_services;mobile_payments,"Provides mobile, fixed-line, IoT and digital communications services, with additional activities across financial technology in Africa."
WEIR,Weir Group Plc,United Kingdom,mining_equipment,mining_equipment;industrial_engineering;mineral_processing,"Designs and manufactures mining, mineral processing and industrial engineering equipment."
WTB,Whitbread Plc,United Kingdom,hospitality,hospitality;hotel_management;restaurants,"Operates hotel, restaurant and hospitality businesses across the UK and Europe."
