theme,catalyst,investigation_pathway,business_tag,display_order,mapping_status
Utilities,Electricity demand increasing,Grid Infrastructure,grid_infrastructure,30,active
Utilities,Electricity demand increasing,Electricity Transmission,electricity_transmission,40,active
Utilities,Electricity demand increasing,Energy Storage,energy_storage,50,active
Utilities,Electricity demand increasing,Natural Gas,natural_gas,60,active
Utilities,Electricity demand increasing,Renewable Energy,renewable_energy,70,active
Utilities,Electricity demand increasing,Industrial Automation,industrial_automation,80,active
Utilities,Electricity demand increasing,Data Centres,data_centres,90,active
Utilities,Electricity demand increasing,Cooling,thermal_management,100,active
Utilities,Grid investment,Electricity Transmission,electricity_transmission,10,active
Utilities,Grid investment,Energy Distribution,energy_distribution,20,active
Utilities,Grid investment,Power Equipment,electrical_equipment,30,active
Utilities,Grid investment,Engineering Services,engineering_services,40,active
Utilities,Grid investment,Construction,infrastructure_engineering,50,active
Utilities,Grid investment,Utilities,utilities,60,active
Utilities,Grid investment,Copper,copper,70,active
Utilities,Grid investment,Power Systems,power_systems,80,active
Utilities,Grid investment,Energy Storage,energy_storage,90,active
Utilities,Grid investment,Industrial Software,industrial_software,100,active
Utilities,Renewable integration,Utilities,utilities,10,active
Utilities,Renewable integration,Energy Storage,energy_storage,20,active
Utilities,Renewable integration,Grid Infrastructure,grid_infrastructure,30,active
Utilities,Renewable integration,Power Electronics,power_management,40,active
Utilities,Renewable integration,Electricity Transmission,electricity_transmission,50,active
Utilities,Renewable integration,Renewable Energy,renewable_energy,60,active
Utilities,Renewable integration,Solar Energy,solar_energy,70,active
Utilities,Renewable integration,Engineering Services,engineering_services,80,active
Utilities,Renewable integration,Industrial Software,industrial_software,90,active
Utilities,Renewable integration,Construction,infrastructure_engineering,100,active
Utilities,Power shortages,Utilities,utilities,10,active
Utilities,Power shortages,Power Generation,power_generation,20,active
Utilities,Power shortages,Natural Gas,natural_gas,30,active
Utilities,Power shortages,Nuclear,power_generation,40,active
Utilities,Power shortages,Energy Storage,energy_storage,50,active
Utilities,Power shortages,Industrial Consumers,industrial_processing,60,active
Utilities,Power shortages,Data Centres,data_centres,70,active
Utilities,Power shortages,Energy Management,energy_management,80,active
Utilities,Power shortages,Electricity Transmission,electricity_transmission,90,active
Utilities,Power shortages,Engineering Services,engineering_services,100,active
Utilities,Water infrastructure investment,Water Utilities,water_utilities,10,active
Utilities,Water infrastructure investment,Fluid Management,fluid_management,20,active
Utilities,Water infrastructure investment,Engineering Services,engineering_services,30,active
Utilities,Water infrastructure investment,Construction,infrastructure_engineering,40,active
Utilities,Water infrastructure investment,Industrial Chemicals,industrial_chemicals,50,active
Utilities,Water infrastructure investment,Water Infrastructure,water_infrastructure,60,active
Utilities,Water infrastructure investment,Industrial Equipment,industrial_equipment,70,active
Utilities,Water infrastructure investment,Smart Infrastructure,smart_infrastructure,80,active
Utilities,Water infrastructure investment,Industrial Software,industrial_software,90,active
Utilities,Water infrastructure investment,Maintenance Services,industrial_services,100,active
Utilities,Nuclear investment,Nuclear Energy,power_generation,10,active
Utilities,Nuclear investment,Engineering Services,engineering_services,20,active
Utilities,Nuclear investment,Construction,infrastructure_engineering,30,active
Utilities,Nuclear investment,Utilities,utilities,40,active
Utilities,Nuclear investment,Fuel Services,fuel_distribution,50,active
Utilities,Nuclear investment,Industrial Equipment,industrial_equipment,60,active
Utilities,Nuclear investment,Power Equipment,electrical_equipment,70,active
Utilities,Nuclear investment,High Performance Materials,high_performance_materials,80,active
Utilities,Nuclear investment,Safety Technology,safety_technology,90,active
Utilities,Nuclear investment,Grid Infrastructure,grid_infrastructure,100,active
Utilities,Transmission upgrades,Electricity Transmission,electricity_transmission,10,active
Utilities,Transmission upgrades,Grid Infrastructure,grid_infrastructure,20,active
Utilities,Transmission upgrades,Copper,copper,30,active
Utilities,Transmission upgrades,Power Systems,power_systems,40,active
Utilities,Transmission upgrades,Engineering Services,engineering_services,50,active
Utilities,Transmission upgrades,Construction,infrastructure_engineering,60,active
Utilities,Transmission upgrades,Utilities,utilities,70,active
Utilities,Transmission upgrades,Industrial Software,industrial_software,80,active
Utilities,Transmission upgrades,Energy Storage,energy_storage,90,active
Utilities,Transmission upgrades,Power Electronics,power_management,100,active
Utilities,Utility regulation changes,Utilities,utilities,10,active
Utilities,Utility regulation changes,Renewable Energy,renewable_energy,20,active
Utilities,Utility regulation changes,Power Generation,power_generation,30,active
Utilities,Utility regulation changes,Water Utilities,water_utilities,40,active
Utilities,Utility regulation changes,Risk Management,risk_management,50,active
Utilities,Utility regulation changes,Engineering Services,engineering_services,60,active
Utilities,Utility regulation changes,Construction,infrastructure_engineering,70,active
Utilities,Utility regulation changes,Industrial Software,industrial_software,80,active
Utilities,Utility regulation changes,Grid Infrastructure,grid_infrastructure,90,active
Utilities,Utility regulation changes,Consulting,consulting,100,active
Utilities,Climate resilience investment,Utilities,utilities,10,active
Utilities,Climate resilience investment,Water Infrastructure,water_infrastructure,20,active
Utilities,Climate resilience investment,Engineering Services,engineering_services,30,active
Utilities,Climate resilience investment,Construction,infrastructure_engineering,40,active
Utilities,Climate resilience investment,Grid Infrastructure,grid_infrastructure,50,active
Utilities,Climate resilience investment,Environmental Services,environmental_services,60,active
Utilities,Climate resilience investment,Energy Storage,energy_storage,70,active
Utilities,Climate resilience investment,Insurance,insurance,80,active
Utilities,Climate resilience investment,Construction Materials,construction_materials,90,active
Utilities,Climate resilience investment,Maintenance Services,industrial_services,100,active
Utilities,Energy efficiency programmes,Climate Control,climate_control,10,active
Utilities,Energy efficiency programmes,Industrial Automation,industrial_automation,20,active
Utilities,Energy efficiency programmes,HVAC,hvac,30,active
Utilities,Energy efficiency programmes,Utilities,utilities,40,active
Utilities,Energy efficiency programmes,Smart Infrastructure,smart_infrastructure,50,active
Utilities,Energy efficiency programmes,Industrial Software,industrial_software,60,active
Utilities,Energy efficiency programmes,Construction,infrastructure_engineering,70,active
Utilities,Energy efficiency programmes,Engineering Services,engineering_services,80,active
Utilities,Energy efficiency programmes,Energy Management,energy_management,90,active
Utilities,Energy efficiency programmes,Power Electronics,power_management,100,active
Agriculture,Crop yield changes,Agriculture,agriculture,10,active
Agriculture,Crop yield changes,Seeds,agriculture,20,active
Agriculture,Crop yield changes,Industrial Chemicals,industrial_chemicals,30,active
Agriculture,Crop yield changes,Farm Equipment,agricultural_equipment,40,active
Agriculture,Crop yield changes,Water Infrastructure,water_infrastructure,50,active
Agriculture,Crop yield changes,Food Processing,food_processing,60,active
Agriculture,Crop yield changes,Packaging,packaging,70,active
Agriculture,Crop yield changes,Logistics,logistics,80,active
Agriculture,Crop yield changes,Commodity Trading,commodity_trading,90,active
Agriculture,Crop yield changes,Insurance,insurance,100,active
Agriculture,Fertiliser demand,Industrial Chemicals,industrial_chemicals,10,active
Agriculture,Fertiliser demand,Agriculture,agriculture,20,active
Agriculture,Fertiliser demand,Mining,mining,30,active
Agriculture,Fertiliser demand,Logistics,logistics,40,active
Agriculture,Fertiliser demand,Energy Services,energy_services,50,active
Agriculture,Fertiliser demand,Packaging,packaging,60,active
Agriculture,Fertiliser demand,Wholesale Distribution,wholesale_distribution,70,active
Agriculture,Fertiliser demand,Food Production,food_manufacturing,80,active
Agriculture,Fertiliser demand,Water Infrastructure,water_infrastructure,90,active
Agriculture,Fertiliser demand,Commodity Trading,commodity_trading,100,active
Agriculture,Food demand increasing,Agriculture,agriculture,10,active
Agriculture,Food demand increasing,Food Processing,food_processing,20,active
Agriculture,Food demand increasing,Food Distribution,food_distribution,30,active
Agriculture,Food demand increasing,Packaging,packaging,40,active
Agriculture,Food demand increasing,Logistics,logistics,50,active
Agriculture,Food demand increasing,Cold Chain,logistics,60,active
Agriculture,Food demand increasing,Restaurants,restaurants,70,active
Agriculture,Food demand increasing,Consumer Food,consumer_food,80,active
Agriculture,Food demand increasing,Commodity Trading,commodity_trading,90,active
Agriculture,Food demand increasing,Wholesale Distribution,wholesale_distribution,100,active
Agriculture,Livestock production changes,Agriculture,agriculture,10,active
Agriculture,Livestock production changes,Veterinary Health,veterinary_health,20,active
Agriculture,Livestock production changes,Food Processing,food_processing,30,active
Agriculture,Livestock production changes,Packaging,packaging,40,active
Agriculture,Livestock production changes,Logistics,logistics,50,active
Agriculture,Livestock production changes,Food Distribution,food_distribution,60,active
Agriculture,Livestock production changes,Cold Chain,logistics,70,active
Agriculture,Livestock production changes,Insurance,insurance,80,active
Agriculture,Livestock production changes,Industrial Chemicals,industrial_chemicals,90,active
Agriculture,Livestock production changes,Wholesale Distribution,wholesale_distribution,100,active
Agriculture,Water availability,Water Infrastructure,water_infrastructure,10,active
Agriculture,Water availability,Agriculture,agriculture,20,active
Agriculture,Water availability,Water Utilities,water_utilities,30,active
Agriculture,Water availability,Engineering Services,engineering_services,40,active
Agriculture,Water availability,Farm Equipment,agricultural_equipment,50,active
Agriculture,Water availability,Industrial Chemicals,industrial_chemicals,60,active
Agriculture,Water availability,Food Production,food_manufacturing,70,active
Agriculture,Water availability,Insurance,insurance,80,active
Agriculture,Water availability,Construction,infrastructure_engineering,90,active
Agriculture,Water availability,Environmental Services,environmental_services,100,active
Agriculture,Agricultural technology adoption,Agriculture,agriculture,10,active
Agriculture,Agricultural technology adoption,Industrial Automation,industrial_automation,20,active
Agriculture,Agricultural technology adoption,Farm Equipment,agricultural_equipment,30,active
Agriculture,Agricultural technology adoption,Industrial Software,industrial_software,40,active
Agriculture,Agricultural technology adoption,Sensors,sensors,50,active
Agriculture,Agricultural technology adoption,Satellites,satellites,60,active
Agriculture,Agricultural technology adoption,Water Technology,water_technology,70,active
Agriculture,Agricultural technology adoption,Data Analytics,data_analytics,80,active
Agriculture,Agricultural technology adoption,Industrial Chemicals,industrial_chemicals,90,active
Agriculture,Agricultural technology adoption,Engineering Services,engineering_services,100,active
Agriculture,Commodity price volatility,Commodity Trading,commodity_trading,10,active
Agriculture,Commodity price volatility,Agriculture,agriculture,20,active
Agriculture,Commodity price volatility,Food Processing,food_processing,30,active
Agriculture,Commodity price volatility,Retail,retail,40,active
Agriculture,Commodity price volatility,Logistics,logistics,50,active
Agriculture,Commodity price volatility,Packaging,packaging,60,active
Agriculture,Commodity price volatility,Insurance,insurance,70,active
Agriculture,Commodity price volatility,Commercial Banking,commercial_banking,80,active
Agriculture,Commodity price volatility,Food Distribution,food_distribution,90,active
Agriculture,Commodity price volatility,Energy Services,energy_services,100,active
Agriculture,Agricultural supply disruption,Logistics,logistics,10,active
Agriculture,Agricultural supply disruption,Packaging,packaging,20,active
Agriculture,Agricultural supply disruption,Cold Chain,logistics,30,active
Agriculture,Agricultural supply disruption,Food Processing,food_processing,40,active
Agriculture,Agricultural supply disruption,Retail,retail,50,active
Agriculture,Agricultural supply disruption,Ports,transportation_infrastructure,60,active
Agriculture,Agricultural supply disruption,Shipping,freight_transport,70,active
Agriculture,Agricultural supply disruption,Warehousing,logistics_real_estate,80,active
Agriculture,Agricultural supply disruption,Insurance,insurance,90,active
Agriculture,Agricultural supply disruption,Agriculture,agriculture,100,active
Agriculture,Export demand increasing,Commodity Trading,commodity_trading,10,active
Agriculture,Export demand increasing,Ports,transportation_infrastructure,20,active
Agriculture,Export demand increasing,Shipping,freight_transport,30,active
Agriculture,Export demand increasing,Agriculture,agriculture,40,active
Agriculture,Export demand increasing,Food Processing,food_processing,50,active
Agriculture,Export demand increasing,Logistics,logistics,60,active
Agriculture,Export demand increasing,Packaging,packaging,70,active
Agriculture,Export demand increasing,Commercial Banking,commercial_banking,80,active
Agriculture,Export demand increasing,Insurance,insurance,90,active
Agriculture,Export demand increasing,Warehousing,logistics_real_estate,100,active
Agriculture,Climate resilience investment,Agriculture,agriculture,10,active
Agriculture,Climate resilience investment,Water Infrastructure,water_infrastructure,20,active
Agriculture,Climate resilience investment,Water Technology,water_technology,30,active
Agriculture,Climate resilience investment,Insurance,insurance,40,active
Agriculture,Climate resilience investment,Engineering Services,engineering_services,50,active
Agriculture,Climate resilience investment,Farm Equipment,agricultural_equipment,60,active
Agriculture,Climate resilience investment,Industrial Chemicals,industrial_chemicals,70,active
Agriculture,Climate resilience investment,Research Services,research_services,80,active
Agriculture,Climate resilience investment,Utilities,utilities,90,active
Agriculture,Climate resilience investment,Environmental Monitoring,environmental_monitoring,100,active
Communications & Media,Advertising demand increasing,Digital Advertising,digital_advertising,10,active
Communications & Media,Advertising demand increasing,Media Entertainment,media_entertainment,20,active
Communications & Media,Advertising demand increasing,Social Platforms,social_platforms,30,active
Communications & Media,Advertising demand increasing,Streaming,streaming,40,active
Communications & Media,Advertising demand increasing,Retail,retail,50,active
Communications & Media,Advertising demand increasing,Data Analytics,data_analytics,60,active
Communications & Media,Advertising demand increasing,Cloud Services,cloud_services,70,active
Communications & Media,Advertising demand increasing,Marketing,marketing,80,active
Communications & Media,Advertising demand increasing,Telecommunications,telecommunications,90,active
Communications & Media,Advertising demand increasing,Digital Content,digital_content,100,active
Communications & Media,Advertising demand weakening,Digital Advertising,digital_advertising,10,active
Communications & Media,Advertising demand weakening,Media Entertainment,media_entertainment,20,active
Communications & Media,Advertising demand weakening,Social Platforms,social_platforms,30,active
Communications & Media,Advertising demand weakening,Streaming,streaming,40,active
Communications & Media,Advertising demand weakening,Publishing,publishing,50,active
Communications & Media,Advertising demand weakening,Marketing,marketing,60,active
Communications & Media,Advertising demand weakening,Retail,retail,70,active
Communications & Media,Advertising demand weakening,Data Analytics,data_analytics,80,active
Communications & Media,Advertising demand weakening,Digital Content,digital_content,90,active
Communications & Media,Advertising demand weakening,Broadcasting,broadcasting,100,active
Communications & Media,Streaming growth,Streaming,streaming,10,active
Communications & Media,Streaming growth,Digital Content,digital_content,20,active
Communications & Media,Streaming growth,Cloud Infrastructure,cloud_infrastructure,30,active
Communications & Media,Streaming growth,Internet Infrastructure,internet_infrastructure,40,active
Communications & Media,Streaming growth,Telecommunications,telecommunications,50,active
Communications & Media,Streaming growth,Digital Advertising,digital_advertising,60,active
Communications & Media,Streaming growth,Media Entertainment,media_entertainment,70,active
Communications & Media,Streaming growth,Data Analytics,data_analytics,80,active
Communications & Media,Streaming growth,Consumer Electronics,consumer_electronics,90,active
Communications & Media,Streaming growth,Payments,payments,100,active
Communications & Media,Mobile data growth,Telecommunications,telecommunications,10,active
Communications & Media,Mobile data growth,Mobile Networks,mobile_networks,20,active
Communications & Media,Mobile data growth,Networking Equipment,networking_equipment,30,active
Communications & Media,Mobile data growth,Photonics,photonics,40,active
Communications & Media,Mobile data growth,Data Centres,data_centres,50,active
Communications & Media,Mobile data growth,Cloud Services,cloud_services,60,active
Communications & Media,Mobile data growth,Semiconductors,semiconductors,70,active
Communications & Media,Mobile data growth,Utilities,utilities,80,active
Communications & Media,Mobile data growth,Engineering Services,engineering_services,90,active
Communications & Media,Mobile data growth,Cybersecurity,cybersecurity,100,active
Communications & Media,Broadband expansion,Broadband,broadband,10,active
Communications & Media,Broadband expansion,Telecommunications,telecommunications,20,active
Communications & Media,Broadband expansion,Networking Equipment,networking_equipment,30,active
Communications & Media,Broadband expansion,Construction,infrastructure_engineering,40,active
Communications & Media,Broadband expansion,Engineering Services,engineering_services,50,active
Communications & Media,Broadband expansion,Photonics,photonics,60,active
Communications & Media,Broadband expansion,Cloud Services,cloud_services,70,active
Communications & Media,Broadband expansion,Utilities,utilities,80,active
Communications & Media,Broadband expansion,Data Centres,data_centres,90,active
Communications & Media,Broadband expansion,Industrial Software,industrial_software,100,active
Communications & Media,Digital content demand,Digital Content,digital_content,10,active
Communications & Media,Digital content demand,Publishing,publishing,20,active
Communications & Media,Digital content demand,Streaming,streaming,30,active
Communications & Media,Digital content demand,Digital Advertising,digital_advertising,40,active
Communications & Media,Digital content demand,Social Platforms,social_platforms,50,active
Communications & Media,Digital content demand,Cloud Services,cloud_services,60,active
Communications & Media,Digital content demand,Payments,payments,70,active
Communications & Media,Digital content demand,Data Analytics,data_analytics,80,active
Communications & Media,Digital content demand,Media Entertainment,media_entertainment,90,active
Communications & Media,Digital content demand,Consumer Electronics,consumer_electronics,100,active
Communications & Media,Social platform engagement,Social Platforms,social_platforms,10,active
Communications & Media,Social platform engagement,Digital Advertising,digital_advertising,20,active
Communications & Media,Social platform engagement,Cloud Services,cloud_services,30,active
Communications & Media,Social platform engagement,Data Analytics,data_analytics,40,active
Communications & Media,Social platform engagement,Cybersecurity,cybersecurity,50,active
Communications & Media,Social platform engagement,Digital Content,digital_content,60,active
Communications & Media,Social platform engagement,Media Entertainment,media_entertainment,70,active
Communications & Media,Social platform engagement,Payments,payments,80,active
Communications & Media,Social platform engagement,Digital Identity,digital_identity,90,active
Communications & Media,Social platform engagement,Telecommunications,telecommunications,100,active
Communications & Media,Network investment,Telecommunications,telecommunications,10,active
Communications & Media,Network investment,Networking Equipment,networking_equipment,20,active
Communications & Media,Network investment,Photonics,photonics,30,active
Communications & Media,Network investment,Engineering Services,engineering_services,40,active
Communications & Media,Network investment,Construction,infrastructure_engineering,50,active
Communications & Media,Network investment,Semiconductors,semiconductors,60,active
Communications & Media,Network investment,Power Equipment,electrical_equipment,70,active
Communications & Media,Network investment,Industrial Software,industrial_software,80,active
Communications & Media,Network investment,Cybersecurity,cybersecurity,90,active
Communications & Media,Network investment,Utilities,utilities,100,active
Communications & Media,Satellite communications expansion,Satellite Communications,satellite_communications,10,active
Communications & Media,Satellite communications expansion,Launch Services,launch_services,20,active
Communications & Media,Satellite communications expansion,Satellites,satellites,30,active
Communications & Media,Satellite communications expansion,Telecommunications,telecommunications,40,active
Communications & Media,Satellite communications expansion,Defence Technology,defence_technology,50,active
Communications & Media,Satellite communications expansion,Engineering Services,engineering_services,60,active
Communications & Media,Satellite communications expansion,Semiconductors,semiconductors,70,active
Communications & Media,Satellite communications expansion,Networking,networking,80,active
Communications & Media,Satellite communications expansion,Data Centres,data_centres,90,active
Communications & Media,Satellite communications expansion,Industrial Software,industrial_software,100,active
Communications & Media,Media regulation,Media Entertainment,media_entertainment,10,active
Communications & Media,Media regulation,Broadcasting,broadcasting,20,active
Communications & Media,Media regulation,Streaming,streaming,30,active
Communications & Media,Media regulation,Digital Advertising,digital_advertising,40,active
Communications & Media,Media regulation,Legal Information,legal_information,50,active
Communications & Media,Media regulation,Risk Management,risk_management,60,active
Communications & Media,Media regulation,Publishing,publishing,70,active
Communications & Media,Media regulation,Telecommunications,telecommunications,80,active
Communications & Media,Media regulation,Digital Content,digital_content,90,active
Communications & Media,Media regulation,Consulting,consulting,100,active
Economic Growth,Economic expansion,Industrial Equipment,industrial_equipment,10,active
Economic Growth,Economic expansion,Construction,infrastructure_engineering,20,active
Economic Growth,Economic expansion,Commercial Banking,commercial_banking,30,active
Economic Growth,Economic expansion,Consumer Goods,consumer_goods,40,active
Economic Growth,Economic expansion,Retail,retail,50,active
Economic Growth,Economic expansion,Transportation,transportation,60,active
Economic Growth,Economic expansion,Business Services,business_services,70,active
Economic Growth,Economic expansion,Technology Services,it_services,80,active
Economic Growth,Economic expansion,Real Estate,real_estate_services,90,active
Economic Growth,Economic expansion,Utilities,utilities,100,active
Economic Growth,Economic slowdown,Consumer Food,consumer_food,10,active
Economic Growth,Economic slowdown,Utilities,utilities,20,active
Economic Growth,Economic slowdown,Healthcare Services,healthcare_services,30,active
Economic Growth,Economic slowdown,Insurance,insurance,40,active
Economic Growth,Economic slowdown,General Merchandise,general_merchandise,50,active
Economic Growth,Economic slowdown,Telecommunications,telecommunications,60,active
Economic Growth,Economic slowdown,Commercial Banking,commercial_banking,70,active
Economic Growth,Economic slowdown,Transportation,transportation,80,active
Economic Growth,Economic slowdown,Industrial Equipment,industrial_equipment,90,active
Economic Growth,Economic slowdown,Real Estate,real_estate_services,100,active
Economic Growth,Consumer demand strengthening,Retail,retail,10,active
Economic Growth,Consumer demand strengthening,Restaurants,restaurants,20,active
Economic Growth,Consumer demand strengthening,Travel Services,travel_services,30,active
Economic Growth,Consumer demand strengthening,Consumer Electronics,consumer_electronics,40,active
Economic Growth,Consumer demand strengthening,Automotive Services,automotive_services,50,active
Economic Growth,Consumer demand strengthening,Payment Networks,payment_networks,60,active
Economic Growth,Consumer demand strengthening,Logistics,logistics,70,active
Economic Growth,Consumer demand strengthening,Digital Advertising,digital_advertising,80,active
Economic Growth,Consumer demand strengthening,Consumer Goods,consumer_goods,90,active
Economic Growth,Consumer demand strengthening,Hotels,hotels,100,active
Economic Growth,Consumer demand weakening,General Merchandise,general_merchandise,10,active
Economic Growth,Consumer demand weakening,Consumer Food,consumer_food,20,active
Economic Growth,Consumer demand weakening,Utilities,utilities,30,active
Economic Growth,Consumer demand weakening,Healthcare Services,healthcare_services,40,active
Economic Growth,Consumer demand weakening,Insurance,insurance,50,active
Economic Growth,Consumer demand weakening,Telecommunications,telecommunications,60,active
Economic Growth,Consumer demand weakening,Restaurants,restaurants,70,active
Economic Growth,Consumer demand weakening,Travel Services,travel_services,80,active
Economic Growth,Consumer demand weakening,Digital Advertising,digital_advertising,90,active
Economic Growth,Consumer demand weakening,Consumer Finance,consumer_finance,100,active
Economic Growth,Business investment increasing,Industrial Equipment,industrial_equipment,10,active
Economic Growth,Business investment increasing,Engineering Services,engineering_services,20,active
Economic Growth,Business investment increasing,Construction,infrastructure_engineering,30,active
Economic Growth,Business investment increasing,Industrial Automation,industrial_automation,40,active
Economic Growth,Business investment increasing,Enterprise Software,enterprise_software,50,active
Economic Growth,Business investment increasing,Data Centres,data_centres,60,active
Economic Growth,Business investment increasing,Energy Infrastructure,energy_infrastructure,70,active
Economic Growth,Business investment increasing,Transportation Infrastructure,transportation_infrastructure,80,active
Economic Growth,Business investment increasing,Commercial Banking,commercial_banking,90,active
Economic Growth,Business investment increasing,Business Services,business_services,100,active
Economic Growth,Business investment slowing,Industrial Equipment,industrial_equipment,10,active
Economic Growth,Business investment slowing,Engineering Services,engineering_services,20,active
Economic Growth,Business investment slowing,Construction,infrastructure_engineering,30,active
Economic Growth,Business investment slowing,Industrial Automation,industrial_automation,40,active
Economic Growth,Business investment slowing,Enterprise Software,enterprise_software,50,active
Economic Growth,Business investment slowing,Commercial Banking,commercial_banking,60,active
Economic Growth,Business investment slowing,Transportation Infrastructure,transportation_infrastructure,70,active
Economic Growth,Business investment slowing,Business Services,business_services,80,active
Economic Growth,Business investment slowing,Real Estate Development,real_estate_development,90,active
Economic Growth,Business investment slowing,Energy Services,energy_services,100,active
Economic Growth,Manufacturing expansion,Industrial Equipment,industrial_equipment,10,active
Economic Growth,Manufacturing expansion,Industrial Automation,industrial_automation,20,active
Economic Growth,Manufacturing expansion,Industrial Chemicals,industrial_chemicals,30,active
Economic Growth,Manufacturing expansion,Metals,metals,40,active
Economic Growth,Manufacturing expansion,Logistics,logistics,50,active
Economic Growth,Manufacturing expansion,Packaging,packaging,60,active
Economic Growth,Manufacturing expansion,Energy Services,energy_services,70,active
Economic Growth,Manufacturing expansion,Transportation,transportation,80,active
Economic Growth,Manufacturing expansion,Engineering Services,engineering_services,90,active
Economic Growth,Manufacturing expansion,Contract Manufacturing,contract_manufacturing,100,active
Economic Growth,Services expansion,Business Services,business_services,10,active
Economic Growth,Services expansion,Professional Services,business_services,20,active
Economic Growth,Services expansion,Financial Services,financial_services,30,active
Economic Growth,Services expansion,Travel Services,travel_services,40,active
Economic Growth,Services expansion,Hotels,hotels,50,active
Economic Growth,Services expansion,Restaurants,restaurants,60,active
Economic Growth,Services expansion,Healthcare Services,healthcare_services,70,active
Economic Growth,Services expansion,Telecommunications,telecommunications,80,active
Economic Growth,Services expansion,Cloud Services,cloud_services,90,active
Economic Growth,Services expansion,Payment Networks,payment_networks,100,active
Economic Growth,Productivity improving,Industrial Automation,industrial_automation,10,active
Economic Growth,Productivity improving,Enterprise Software,enterprise_software,20,active
Economic Growth,Productivity improving,Artificial Intelligence,artificial_intelligence,30,active
Economic Growth,Productivity improving,Business Intelligence,business_intelligence,40,active
Economic Growth,Productivity improving,Industrial Equipment,industrial_equipment,50,active
Economic Growth,Productivity improving,Cloud Services,cloud_services,60,active
Economic Growth,Productivity improving,Robotics,robotics,70,active
Economic Growth,Productivity improving,Semiconductors,semiconductors,80,active
Economic Growth,Productivity improving,Engineering Services,engineering_services,90,active
Economic Growth,Productivity improving,Workflow Automation,workflow_automation,100,active
Economic Growth,Leading indicators improving,Commercial Banking,commercial_banking,10,active
Economic Growth,Leading indicators improving,Industrial Equipment,industrial_equipment,20,active
Economic Growth,Leading indicators improving,Construction,infrastructure_engineering,30,active
Economic Growth,Leading indicators improving,Consumer Goods,consumer_goods,40,active
Economic Growth,Leading indicators improving,Transportation,transportation,50,active
Economic Growth,Leading indicators improving,Retail,retail,60,active
Economic Growth,Leading indicators improving,Business Services,business_services,70,active
Economic Growth,Leading indicators improving,Real Estate,real_estate_services,80,active
Economic Growth,Leading indicators improving,Technology Services,it_services,90,active
Economic Growth,Leading indicators improving,Utilities,utilities,100,active
Inflation,Inflation accelerating,Energy Services,energy_services,10,active
Inflation,Inflation accelerating,Industrial Chemicals,industrial_chemicals,20,active
Inflation,Inflation accelerating,Transportation,transportation,30,active
Inflation,Inflation accelerating,Consumer Goods,consumer_goods,40,active
Inflation,Inflation accelerating,Retail,retail,50,active
Inflation,Inflation accelerating,Utilities,utilities,60,active
Inflation,Inflation accelerating,Commercial Banking,commercial_banking,70,active
Inflation,Inflation accelerating,Insurance,insurance,80,active
Inflation,Inflation accelerating,Construction,infrastructure_engineering,90,active
Inflation,Inflation accelerating,Agriculture,agriculture,100,active
Inflation,Inflation moderating,Retail,retail,10,active
Inflation,Inflation moderating,Consumer Goods,consumer_goods,20,active
Inflation,Inflation moderating,Airlines,airlines,30,active
Inflation,Inflation moderating,Transportation,transportation,40,active
Inflation,Inflation moderating,Construction,infrastructure_engineering,50,active
Inflation,Inflation moderating,Homebuilding,homebuilding,60,active
Inflation,Inflation moderating,Commercial Banking,commercial_banking,70,active
Inflation,Inflation moderating,Consumer Finance,consumer_finance,80,active
Inflation,Inflation moderating,Restaurants,restaurants,90,active
Inflation,Inflation moderating,Industrial Equipment,industrial_equipment,100,active
Inflation,Producer prices rising,Industrial Chemicals,industrial_chemicals,10,active
Inflation,Producer prices rising,Metals,metals,20,active
Inflation,Producer prices rising,Packaging,packaging,30,active
Inflation,Producer prices rising,Transportation,transportation,40,active
Inflation,Producer prices rising,Construction Materials,construction_materials,50,active
Inflation,Producer prices rising,Industrial Equipment,industrial_equipment,60,active
Inflation,Producer prices rising,Agriculture,agriculture,70,active
Inflation,Producer prices rising,Energy Services,energy_services,80,active
Inflation,Producer prices rising,Food Production,food_manufacturing,90,active
Inflation,Producer prices rising,Logistics,logistics,100,active
Inflation,Producer prices falling,Industrial Equipment,industrial_equipment,10,active
Inflation,Producer prices falling,Construction,infrastructure_engineering,20,active
Inflation,Producer prices falling,Consumer Goods,consumer_goods,30,active
Inflation,Producer prices falling,Retail,retail,40,active
Inflation,Producer prices falling,Automotive Services,automotive_services,50,active
Inflation,Producer prices falling,Food Production,food_manufacturing,60,active
Inflation,Producer prices falling,Packaging,packaging,70,active
Inflation,Producer prices falling,Logistics,logistics,80,active
Inflation,Producer prices falling,Restaurants,restaurants,90,active
Inflation,Producer prices falling,Homebuilding,homebuilding,100,active
Inflation,Consumer prices rising,Retail,retail,10,active
Inflation,Consumer prices rising,Consumer Food,consumer_food,20,active
Inflation,Consumer prices rising,Utilities,utilities,30,active
Inflation,Consumer prices rising,Housing,residential_real_estate,40,active
Inflation,Consumer prices rising,Insurance,insurance,50,active
Inflation,Consumer prices rising,Healthcare Services,healthcare_services,60,active
Inflation,Consumer prices rising,Restaurants,restaurants,70,active
Inflation,Consumer prices rising,Travel Services,travel_services,80,active
Inflation,Consumer prices rising,Telecommunications,telecommunications,90,active
Inflation,Consumer prices rising,Consumer Finance,consumer_finance,100,active
