theme,catalyst,investigation_pathway,display_order,status
Transportation,Freight demand increasing,Wholesale Distribution,100,active
Transportation,Freight demand weakening,Road Freight,10,active
Transportation,Freight demand weakening,Rail Logistics,20,active
Transportation,Freight demand weakening,Shipping,30,active
Transportation,Freight demand weakening,Warehousing,40,active
Transportation,Freight demand weakening,Logistics,50,active
Transportation,Freight demand weakening,Packaging,60,active
Transportation,Freight demand weakening,Fuel Distribution,70,active
Transportation,Freight demand weakening,Industrial Equipment,80,active
Transportation,Freight demand weakening,Wholesale Distribution,90,active
Transportation,Freight demand weakening,Industrial Services,100,active
Transportation,Shipping disruption,Shipping,10,active
Transportation,Shipping disruption,Ports,20,active
Transportation,Shipping disruption,Logistics,30,active
Transportation,Shipping disruption,Rail Logistics,40,active
Transportation,Shipping disruption,Road Freight,50,active
Transportation,Shipping disruption,Warehousing,60,active
Transportation,Shipping disruption,Packaging,70,active
Transportation,Shipping disruption,Insurance,80,active
Transportation,Shipping disruption,Commodity Trading,90,active
Transportation,Shipping disruption,Wholesale,100,active
Transportation,Port congestion,Ports,10,active
Transportation,Port congestion,Shipping,20,active
Transportation,Port congestion,Logistics,30,active
Transportation,Port congestion,Road Freight,40,active
Transportation,Port congestion,Rail Logistics,50,active
Transportation,Port congestion,Warehousing,60,active
Transportation,Port congestion,Customs Services,70,active
Transportation,Port congestion,Packaging,80,active
Transportation,Port congestion,Wholesale Distribution,90,active
Transportation,Port congestion,Contract Manufacturing,100,active
Transportation,Air cargo demand,Cargo Transport,10,active
Transportation,Air cargo demand,Airlines,20,active
Transportation,Air cargo demand,Logistics,30,active
Transportation,Air cargo demand,Warehousing,40,active
Transportation,Air cargo demand,Ecommerce,50,active
Transportation,Air cargo demand,Packaging,60,active
Transportation,Air cargo demand,Fuel Distribution,70,active
Transportation,Air cargo demand,Airports,80,active
Transportation,Air cargo demand,Contract Manufacturing,90,active
Transportation,Air cargo demand,Cold Chain,100,active
Transportation,Rail infrastructure investment,Rail Transport,10,active
Transportation,Rail infrastructure investment,Rail Equipment,20,active
Transportation,Rail infrastructure investment,Engineering Services,30,active
Transportation,Rail infrastructure investment,Construction,40,active
Transportation,Rail infrastructure investment,Steel,50,active
Transportation,Rail infrastructure investment,Communications Equipment,60,active
Transportation,Rail infrastructure investment,Utilities,70,active
Transportation,Rail infrastructure investment,Logistics,80,active
Transportation,Rail infrastructure investment,Construction Materials,90,active
Transportation,Rail infrastructure investment,Maintenance Services,100,active
Transportation,Fleet electrification,Commercial Vehicles,10,active
Transportation,Fleet electrification,Battery Materials,20,active
Transportation,Fleet electrification,Electric Vehicles,30,active
Transportation,Fleet electrification,Utilities,40,active
Transportation,Fleet electrification,Industrial Equipment,50,active
Transportation,Fleet electrification,Logistics,60,active
Transportation,Fleet electrification,Engineering Services,70,active
Transportation,Fleet electrification,Power Electronics,80,active
Transportation,Fleet electrification,Fleet Services,90,active
Transportation,Fleet electrification,Software,100,active
Transportation,Transportation regulation,Airlines,10,active
Transportation,Transportation regulation,Rail Transport,20,active
Transportation,Transportation regulation,Shipping,30,active
Transportation,Transportation regulation,Road Freight,40,active
Transportation,Transportation regulation,Logistics,50,active
Transportation,Transportation regulation,Risk Management,60,active
Transportation,Transportation regulation,Insurance,70,active
Transportation,Transportation regulation,Technology Platforms,80,active
Transportation,Transportation regulation,Engineering Services,90,active
Transportation,Transportation regulation,Ports,100,active
Utilities,Electricity demand increasing,Utilities,10,active
Utilities,Electricity demand increasing,Power Generation,20,active
Utilities,Electricity demand increasing,Grid Infrastructure,30,active
Utilities,Electricity demand increasing,Electricity Transmission,40,active
Utilities,Electricity demand increasing,Energy Storage,50,active
Utilities,Electricity demand increasing,Natural Gas,60,active
Utilities,Electricity demand increasing,Renewable Energy,70,active
Utilities,Electricity demand increasing,Industrial Automation,80,active
Utilities,Electricity demand increasing,Data Centres,90,active
Utilities,Electricity demand increasing,Cooling,100,active
Utilities,Grid investment,Electricity Transmission,10,active
Utilities,Grid investment,Energy Distribution,20,active
Utilities,Grid investment,Power Equipment,30,active
Utilities,Grid investment,Engineering Services,40,active
Utilities,Grid investment,Construction,50,active
Utilities,Grid investment,Utilities,60,active
Utilities,Grid investment,Copper,70,active
Utilities,Grid investment,Power Systems,80,active
Utilities,Grid investment,Energy Storage,90,active
Utilities,Grid investment,Industrial Software,100,active
Utilities,Renewable integration,Utilities,10,active
Utilities,Renewable integration,Energy Storage,20,active
Utilities,Renewable integration,Grid Infrastructure,30,active
Utilities,Renewable integration,Power Electronics,40,active
Utilities,Renewable integration,Electricity Transmission,50,active
Utilities,Renewable integration,Renewable Energy,60,active
Utilities,Renewable integration,Solar Energy,70,active
Utilities,Renewable integration,Engineering Services,80,active
Utilities,Renewable integration,Industrial Software,90,active
Utilities,Renewable integration,Construction,100,active
Utilities,Power shortages,Utilities,10,active
Utilities,Power shortages,Power Generation,20,active
Utilities,Power shortages,Natural Gas,30,active
Utilities,Power shortages,Nuclear,40,active
Utilities,Power shortages,Energy Storage,50,active
Utilities,Power shortages,Industrial Consumers,60,active
Utilities,Power shortages,Data Centres,70,active
Utilities,Power shortages,Energy Management,80,active
Utilities,Power shortages,Electricity Transmission,90,active
Utilities,Power shortages,Engineering Services,100,active
Utilities,Water infrastructure investment,Water Utilities,10,active
Utilities,Water infrastructure investment,Fluid Management,20,active
Utilities,Water infrastructure investment,Engineering Services,30,active
Utilities,Water infrastructure investment,Construction,40,active
Utilities,Water infrastructure investment,Industrial Chemicals,50,active
Utilities,Water infrastructure investment,Water Infrastructure,60,active
Utilities,Water infrastructure investment,Industrial Equipment,70,active
Utilities,Water infrastructure investment,Smart Infrastructure,80,active
Utilities,Water infrastructure investment,Industrial Software,90,active
Utilities,Water infrastructure investment,Maintenance Services,100,active
Utilities,Nuclear investment,Nuclear Energy,10,active
Utilities,Nuclear investment,Engineering Services,20,active
Utilities,Nuclear investment,Construction,30,active
Utilities,Nuclear investment,Utilities,40,active
Utilities,Nuclear investment,Fuel Services,50,active
Utilities,Nuclear investment,Industrial Equipment,60,active
Utilities,Nuclear investment,Power Equipment,70,active
Utilities,Nuclear investment,High Performance Materials,80,active
Utilities,Nuclear investment,Safety Technology,90,active
Utilities,Nuclear investment,Grid Infrastructure,100,active
Utilities,Transmission upgrades,Electricity Transmission,10,active
Utilities,Transmission upgrades,Grid Infrastructure,20,active
Utilities,Transmission upgrades,Copper,30,active
Utilities,Transmission upgrades,Power Systems,40,active
Utilities,Transmission upgrades,Engineering Services,50,active
Utilities,Transmission upgrades,Construction,60,active
Utilities,Transmission upgrades,Utilities,70,active
Utilities,Transmission upgrades,Industrial Software,80,active
Utilities,Transmission upgrades,Energy Storage,90,active
Utilities,Transmission upgrades,Power Electronics,100,active
Utilities,Utility regulation changes,Utilities,10,active
Utilities,Utility regulation changes,Renewable Energy,20,active
Utilities,Utility regulation changes,Power Generation,30,active
Utilities,Utility regulation changes,Water Utilities,40,active
Utilities,Utility regulation changes,Risk Management,50,active
Utilities,Utility regulation changes,Engineering Services,60,active
Utilities,Utility regulation changes,Construction,70,active
Utilities,Utility regulation changes,Industrial Software,80,active
Utilities,Utility regulation changes,Grid Infrastructure,90,active
Utilities,Utility regulation changes,Consulting,100,active
Utilities,Climate resilience investment,Utilities,10,active
Utilities,Climate resilience investment,Water Infrastructure,20,active
Utilities,Climate resilience investment,Engineering Services,30,active
Utilities,Climate resilience investment,Construction,40,active
Utilities,Climate resilience investment,Grid Infrastructure,50,active
Utilities,Climate resilience investment,Environmental Services,60,active
Utilities,Climate resilience investment,Energy Storage,70,active
Utilities,Climate resilience investment,Insurance,80,active
Utilities,Climate resilience investment,Construction Materials,90,active
Utilities,Climate resilience investment,Maintenance Services,100,active
Utilities,Energy efficiency programmes,Climate Control,10,active
Utilities,Energy efficiency programmes,Industrial Automation,20,active
Utilities,Energy efficiency programmes,HVAC,30,active
Utilities,Energy efficiency programmes,Utilities,40,active
Utilities,Energy efficiency programmes,Smart Infrastructure,50,active
Utilities,Energy efficiency programmes,Industrial Software,60,active
Utilities,Energy efficiency programmes,Construction,70,active
Utilities,Energy efficiency programmes,Engineering Services,80,active
Utilities,Energy efficiency programmes,Energy Management,90,active
Utilities,Energy efficiency programmes,Power Electronics,100,active
Agriculture,Crop yield changes,Agriculture,10,active
Agriculture,Crop yield changes,Seeds,20,active
Agriculture,Crop yield changes,Industrial Chemicals,30,active
Agriculture,Crop yield changes,Farm Equipment,40,active
Agriculture,Crop yield changes,Water Infrastructure,50,active
Agriculture,Crop yield changes,Food Processing,60,active
Agriculture,Crop yield changes,Packaging,70,active
Agriculture,Crop yield changes,Logistics,80,active
Agriculture,Crop yield changes,Commodity Trading,90,active
Agriculture,Crop yield changes,Insurance,100,active
Agriculture,Fertiliser demand,Industrial Chemicals,10,active
Agriculture,Fertiliser demand,Agriculture,20,active
Agriculture,Fertiliser demand,Mining,30,active
Agriculture,Fertiliser demand,Logistics,40,active
Agriculture,Fertiliser demand,Energy Services,50,active
Agriculture,Fertiliser demand,Packaging,60,active
Agriculture,Fertiliser demand,Wholesale Distribution,70,active
Agriculture,Fertiliser demand,Food Production,80,active
Agriculture,Fertiliser demand,Water Infrastructure,90,active
Agriculture,Fertiliser demand,Commodity Trading,100,active
Agriculture,Food demand increasing,Agriculture,10,active
Agriculture,Food demand increasing,Food Processing,20,active
Agriculture,Food demand increasing,Food Distribution,30,active
Agriculture,Food demand increasing,Packaging,40,active
Agriculture,Food demand increasing,Logistics,50,active
Agriculture,Food demand increasing,Cold Chain,60,active
Agriculture,Food demand increasing,Restaurants,70,active
Agriculture,Food demand increasing,Consumer Food,80,active
Agriculture,Food demand increasing,Commodity Trading,90,active
Agriculture,Food demand increasing,Wholesale Distribution,100,active
Agriculture,Livestock production changes,Agriculture,10,active
Agriculture,Livestock production changes,Veterinary Health,20,active
Agriculture,Livestock production changes,Food Processing,30,active
Agriculture,Livestock production changes,Packaging,40,active
Agriculture,Livestock production changes,Logistics,50,active
Agriculture,Livestock production changes,Food Distribution,60,active
Agriculture,Livestock production changes,Cold Chain,70,active
Agriculture,Livestock production changes,Insurance,80,active
Agriculture,Livestock production changes,Industrial Chemicals,90,active
Agriculture,Livestock production changes,Wholesale Distribution,100,active
Agriculture,Water availability,Water Infrastructure,10,active
Agriculture,Water availability,Agriculture,20,active
Agriculture,Water availability,Water Utilities,30,active
Agriculture,Water availability,Engineering Services,40,active
Agriculture,Water availability,Farm Equipment,50,active
Agriculture,Water availability,Industrial Chemicals,60,active
Agriculture,Water availability,Food Production,70,active
Agriculture,Water availability,Insurance,80,active
Agriculture,Water availability,Construction,90,active
Agriculture,Water availability,Environmental Services,100,active
Agriculture,Agricultural technology adoption,Agriculture,10,active
Agriculture,Agricultural technology adoption,Industrial Automation,20,active
Agriculture,Agricultural technology adoption,Farm Equipment,30,active
Agriculture,Agricultural technology adoption,Industrial Software,40,active
Agriculture,Agricultural technology adoption,Sensors,50,active
Agriculture,Agricultural technology adoption,Satellites,60,active
Agriculture,Agricultural technology adoption,Water Technology,70,active
Agriculture,Agricultural technology adoption,Data Analytics,80,active
Agriculture,Agricultural technology adoption,Industrial Chemicals,90,active
Agriculture,Agricultural technology adoption,Engineering Services,100,active
Agriculture,Commodity price volatility,Commodity Trading,10,active
Agriculture,Commodity price volatility,Agriculture,20,active
Agriculture,Commodity price volatility,Food Processing,30,active
Agriculture,Commodity price volatility,Retail,40,active
Agriculture,Commodity price volatility,Logistics,50,active
Agriculture,Commodity price volatility,Packaging,60,active
Agriculture,Commodity price volatility,Insurance,70,active
Agriculture,Commodity price volatility,Commercial Banking,80,active
Agriculture,Commodity price volatility,Food Distribution,90,active
Agriculture,Commodity price volatility,Energy Services,100,active
Agriculture,Agricultural supply disruption,Logistics,10,active
Agriculture,Agricultural supply disruption,Packaging,20,active
Agriculture,Agricultural supply disruption,Cold Chain,30,active
Agriculture,Agricultural supply disruption,Food Processing,40,active
Agriculture,Agricultural supply disruption,Retail,50,active
Agriculture,Agricultural supply disruption,Ports,60,active
Agriculture,Agricultural supply disruption,Shipping,70,active
Agriculture,Agricultural supply disruption,Warehousing,80,active
Agriculture,Agricultural supply disruption,Insurance,90,active
Agriculture,Agricultural supply disruption,Agriculture,100,active
Agriculture,Export demand increasing,Commodity Trading,10,active
Agriculture,Export demand increasing,Ports,20,active
Agriculture,Export demand increasing,Shipping,30,active
Agriculture,Export demand increasing,Agriculture,40,active
Agriculture,Export demand increasing,Food Processing,50,active
Agriculture,Export demand increasing,Logistics,60,active
Agriculture,Export demand increasing,Packaging,70,active
Agriculture,Export demand increasing,Commercial Banking,80,active
Agriculture,Export demand increasing,Insurance,90,active
Agriculture,Export demand increasing,Warehousing,100,active
Agriculture,Climate resilience investment,Agriculture,10,active
Agriculture,Climate resilience investment,Water Infrastructure,20,active
Agriculture,Climate resilience investment,Water Technology,30,active
Agriculture,Climate resilience investment,Insurance,40,active
Agriculture,Climate resilience investment,Engineering Services,50,active
Agriculture,Climate resilience investment,Farm Equipment,60,active
Agriculture,Climate resilience investment,Industrial Chemicals,70,active
Agriculture,Climate resilience investment,Research Services,80,active
Agriculture,Climate resilience investment,Utilities,90,active
Agriculture,Climate resilience investment,Environmental Monitoring,100,active
Communications & Media,Advertising demand increasing,Digital Advertising,10,active
Communications & Media,Advertising demand increasing,Media Entertainment,20,active
Communications & Media,Advertising demand increasing,Social Platforms,30,active
Communications & Media,Advertising demand increasing,Streaming,40,active
Communications & Media,Advertising demand increasing,Retail,50,active
Communications & Media,Advertising demand increasing,Data Analytics,60,active
Communications & Media,Advertising demand increasing,Cloud Services,70,active
Communications & Media,Advertising demand increasing,Marketing,80,active
Communications & Media,Advertising demand increasing,Telecommunications,90,active
Communications & Media,Advertising demand increasing,Digital Content,100,active
Communications & Media,Advertising demand weakening,Digital Advertising,10,active
Communications & Media,Advertising demand weakening,Media Entertainment,20,active
Communications & Media,Advertising demand weakening,Social Platforms,30,active
Communications & Media,Advertising demand weakening,Streaming,40,active
Communications & Media,Advertising demand weakening,Publishing,50,active
Communications & Media,Advertising demand weakening,Marketing,60,active
Communications & Media,Advertising demand weakening,Retail,70,active
Communications & Media,Advertising demand weakening,Data Analytics,80,active
Communications & Media,Advertising demand weakening,Digital Content,90,active
Communications & Media,Advertising demand weakening,Broadcasting,100,active
Communications & Media,Streaming growth,Streaming,10,active
Communications & Media,Streaming growth,Digital Content,20,active
Communications & Media,Streaming growth,Cloud Infrastructure,30,active
Communications & Media,Streaming growth,Internet Infrastructure,40,active
Communications & Media,Streaming growth,Telecommunications,50,active
Communications & Media,Streaming growth,Digital Advertising,60,active
Communications & Media,Streaming growth,Media Entertainment,70,active
Communications & Media,Streaming growth,Data Analytics,80,active
Communications & Media,Streaming growth,Consumer Electronics,90,active
Communications & Media,Streaming growth,Payments,100,active
Communications & Media,Mobile data growth,Telecommunications,10,active
Communications & Media,Mobile data growth,Mobile Networks,20,active
Communications & Media,Mobile data growth,Networking Equipment,30,active
Communications & Media,Mobile data growth,Photonics,40,active
Communications & Media,Mobile data growth,Data Centres,50,active
Communications & Media,Mobile data growth,Cloud Services,60,active
Communications & Media,Mobile data growth,Semiconductors,70,active
Communications & Media,Mobile data growth,Utilities,80,active
Communications & Media,Mobile data growth,Engineering Services,90,active
Communications & Media,Mobile data growth,Cybersecurity,100,active
Communications & Media,Broadband expansion,Broadband,10,active
Communications & Media,Broadband expansion,Telecommunications,20,active
Communications & Media,Broadband expansion,Networking Equipment,30,active
Communications & Media,Broadband expansion,Construction,40,active
Communications & Media,Broadband expansion,Engineering Services,50,active
Communications & Media,Broadband expansion,Photonics,60,active
Communications & Media,Broadband expansion,Cloud Services,70,active
Communications & Media,Broadband expansion,Utilities,80,active
Communications & Media,Broadband expansion,Data Centres,90,active
Communications & Media,Broadband expansion,Industrial Software,100,active
Communications & Media,Digital content demand,Digital Content,10,active
Communications & Media,Digital content demand,Publishing,20,active
Communications & Media,Digital content demand,Streaming,30,active
Communications & Media,Digital content demand,Digital Advertising,40,active
Communications & Media,Digital content demand,Social Platforms,50,active
Communications & Media,Digital content demand,Cloud Services,60,active
Communications & Media,Digital content demand,Payments,70,active
Communications & Media,Digital content demand,Data Analytics,80,active
Communications & Media,Digital content demand,Media Entertainment,90,active
Communications & Media,Digital content demand,Consumer Electronics,100,active
Communications & Media,Social platform engagement,Social Platforms,10,active
Communications & Media,Social platform engagement,Digital Advertising,20,active
Communications & Media,Social platform engagement,Cloud Services,30,active
Communications & Media,Social platform engagement,Data Analytics,40,active
Communications & Media,Social platform engagement,Cybersecurity,50,active
Communications & Media,Social platform engagement,Digital Content,60,active
Communications & Media,Social platform engagement,Media Entertainment,70,active
Communications & Media,Social platform engagement,Payments,80,active
Communications & Media,Social platform engagement,Digital Identity,90,active
Communications & Media,Social platform engagement,Telecommunications,100,active
Communications & Media,Network investment,Telecommunications,10,active
Communications & Media,Network investment,Networking Equipment,20,active
Communications & Media,Network investment,Photonics,30,active
Communications & Media,Network investment,Engineering Services,40,active
Communications & Media,Network investment,Construction,50,active
Communications & Media,Network investment,Semiconductors,60,active
Communications & Media,Network investment,Power Equipment,70,active
Communications & Media,Network investment,Industrial Software,80,active
Communications & Media,Network investment,Cybersecurity,90,active
Communications & Media,Network investment,Utilities,100,active
Communications & Media,Satellite communications expansion,Satellite Communications,10,active
Communications & Media,Satellite communications expansion,Launch Services,20,active
Communications & Media,Satellite communications expansion,Satellites,30,active
Communications & Media,Satellite communications expansion,Telecommunications,40,active
Communications & Media,Satellite communications expansion,Defence Technology,50,active
Communications & Media,Satellite communications expansion,Engineering Services,60,active
Communications & Media,Satellite communications expansion,Semiconductors,70,active
Communications & Media,Satellite communications expansion,Networking,80,active
Communications & Media,Satellite communications expansion,Data Centres,90,active
Communications & Media,Satellite communications expansion,Industrial Software,100,active
Communications & Media,Media regulation,Media Entertainment,10,active
Communications & Media,Media regulation,Broadcasting,20,active
Communications & Media,Media regulation,Streaming,30,active
Communications & Media,Media regulation,Digital Advertising,40,active
Communications & Media,Media regulation,Legal Information,50,active
Communications & Media,Media regulation,Risk Management,60,active
Communications & Media,Media regulation,Publishing,70,active
Communications & Media,Media regulation,Telecommunications,80,active
Communications & Media,Media regulation,Digital Content,90,active
Communications & Media,Media regulation,Consulting,100,active
Economic Growth,Economic expansion,Industrial Equipment,10,active
Economic Growth,Economic expansion,Construction,20,active
Economic Growth,Economic expansion,Commercial Banking,30,active
Economic Growth,Economic expansion,Consumer Goods,40,active
Economic Growth,Economic expansion,Retail,50,active
Economic Growth,Economic expansion,Transportation,60,active
Economic Growth,Economic expansion,Business Services,70,active
Economic Growth,Economic expansion,Technology Services,80,active
Economic Growth,Economic expansion,Real Estate,90,active
Economic Growth,Economic expansion,Utilities,100,active
Economic Growth,Economic slowdown,Consumer Food,10,active
Economic Growth,Economic slowdown,Utilities,20,active
Economic Growth,Economic slowdown,Healthcare Services,30,active
Economic Growth,Economic slowdown,Insurance,40,active
Economic Growth,Economic slowdown,General Merchandise,50,active
Economic Growth,Economic slowdown,Telecommunications,60,active
Economic Growth,Economic slowdown,Commercial Banking,70,active
Economic Growth,Economic slowdown,Transportation,80,active
Economic Growth,Economic slowdown,Industrial Equipment,90,active
Economic Growth,Economic slowdown,Real Estate,100,active
Economic Growth,Consumer demand strengthening,Retail,10,active
Economic Growth,Consumer demand strengthening,Restaurants,20,active
Economic Growth,Consumer demand strengthening,Travel Services,30,active
Economic Growth,Consumer demand strengthening,Consumer Electronics,40,active
Economic Growth,Consumer demand strengthening,Automotive Services,50,active
Economic Growth,Consumer demand strengthening,Payment Networks,60,active
Economic Growth,Consumer demand strengthening,Logistics,70,active
Economic Growth,Consumer demand strengthening,Digital Advertising,80,active
Economic Growth,Consumer demand strengthening,Consumer Goods,90,active
Economic Growth,Consumer demand strengthening,Hotels,100,active
Economic Growth,Consumer demand weakening,General Merchandise,10,active
Economic Growth,Consumer demand weakening,Consumer Food,20,active
Economic Growth,Consumer demand weakening,Utilities,30,active
Economic Growth,Consumer demand weakening,Healthcare Services,40,active
Economic Growth,Consumer demand weakening,Insurance,50,active
Economic Growth,Consumer demand weakening,Telecommunications,60,active
Economic Growth,Consumer demand weakening,Restaurants,70,active
Economic Growth,Consumer demand weakening,Travel Services,80,active
Economic Growth,Consumer demand weakening,Digital Advertising,90,active
Economic Growth,Consumer demand weakening,Consumer Finance,100,active
Economic Growth,Business investment increasing,Industrial Equipment,10,active
Economic Growth,Business investment increasing,Engineering Services,20,active
Economic Growth,Business investment increasing,Construction,30,active
Economic Growth,Business investment increasing,Industrial Automation,40,active
Economic Growth,Business investment increasing,Enterprise Software,50,active
Economic Growth,Business investment increasing,Data Centres,60,active
Economic Growth,Business investment increasing,Energy Infrastructure,70,active
Economic Growth,Business investment increasing,Transportation Infrastructure,80,active
Economic Growth,Business investment increasing,Commercial Banking,90,active
Economic Growth,Business investment increasing,Business Services,100,active
Economic Growth,Business investment slowing,Industrial Equipment,10,active
Economic Growth,Business investment slowing,Engineering Services,20,active
Economic Growth,Business investment slowing,Construction,30,active
Economic Growth,Business investment slowing,Industrial Automation,40,active
Economic Growth,Business investment slowing,Enterprise Software,50,active
Economic Growth,Business investment slowing,Commercial Banking,60,active
Economic Growth,Business investment slowing,Transportation Infrastructure,70,active
Economic Growth,Business investment slowing,Business Services,80,active
Economic Growth,Business investment slowing,Real Estate Development,90,active
Economic Growth,Business investment slowing,Energy Services,100,active
Economic Growth,Manufacturing expansion,Industrial Equipment,10,active
Economic Growth,Manufacturing expansion,Industrial Automation,20,active
Economic Growth,Manufacturing expansion,Industrial Chemicals,30,active
Economic Growth,Manufacturing expansion,Metals,40,active
Economic Growth,Manufacturing expansion,Logistics,50,active
Economic Growth,Manufacturing expansion,Packaging,60,active
Economic Growth,Manufacturing expansion,Energy Services,70,active
Economic Growth,Manufacturing expansion,Transportation,80,active
Economic Growth,Manufacturing expansion,Engineering Services,90,active
Economic Growth,Manufacturing expansion,Contract Manufacturing,100,active
Economic Growth,Services expansion,Business Services,10,active
Economic Growth,Services expansion,Professional Services,20,active
Economic Growth,Services expansion,Financial Services,30,active
Economic Growth,Services expansion,Travel Services,40,active
Economic Growth,Services expansion,Hotels,50,active
Economic Growth,Services expansion,Restaurants,60,active
Economic Growth,Services expansion,Healthcare Services,70,active
Economic Growth,Services expansion,Telecommunications,80,active
Economic Growth,Services expansion,Cloud Services,90,active
Economic Growth,Services expansion,Payment Networks,100,active
Economic Growth,Productivity improving,Industrial Automation,10,active
Economic Growth,Productivity improving,Enterprise Software,20,active
Economic Growth,Productivity improving,Artificial Intelligence,30,active
Economic Growth,Productivity improving,Business Intelligence,40,active
Economic Growth,Productivity improving,Industrial Equipment,50,active
Economic Growth,Productivity improving,Cloud Services,60,active
Economic Growth,Productivity improving,Robotics,70,active
Economic Growth,Productivity improving,Semiconductors,80,active
Economic Growth,Productivity improving,Engineering Services,90,active
Economic Growth,Productivity improving,Workflow Automation,100,active
Economic Growth,Leading indicators improving,Commercial Banking,10,active
Economic Growth,Leading indicators improving,Industrial Equipment,20,active
Economic Growth,Leading indicators improving,Construction,30,active
Economic Growth,Leading indicators improving,Consumer Goods,40,active
Economic Growth,Leading indicators improving,Transportation,50,active
Economic Growth,Leading indicators improving,Retail,60,active
Economic Growth,Leading indicators improving,Business Services,70,active
Economic Growth,Leading indicators improving,Real Estate,80,active
Economic Growth,Leading indicators improving,Technology Services,90,active
Economic Growth,Leading indicators improving,Utilities,100,active
Inflation,Inflation accelerating,Energy Services,10,active
Inflation,Inflation accelerating,Industrial Chemicals,20,active
Inflation,Inflation accelerating,Transportation,30,active
Inflation,Inflation accelerating,Consumer Goods,40,active
Inflation,Inflation accelerating,Retail,50,active
Inflation,Inflation accelerating,Utilities,60,active
Inflation,Inflation accelerating,Commercial Banking,70,active
Inflation,Inflation accelerating,Insurance,80,active
Inflation,Inflation accelerating,Construction,90,active
Inflation,Inflation accelerating,Agriculture,100,active
Inflation,Inflation moderating,Retail,10,active
Inflation,Inflation moderating,Consumer Goods,20,active
Inflation,Inflation moderating,Airlines,30,active
Inflation,Inflation moderating,Transportation,40,active
Inflation,Inflation moderating,Construction,50,active
Inflation,Inflation moderating,Homebuilding,60,active
Inflation,Inflation moderating,Commercial Banking,70,active
Inflation,Inflation moderating,Consumer Finance,80,active
Inflation,Inflation moderating,Restaurants,90,active
Inflation,Inflation moderating,Industrial Equipment,100,active
Inflation,Producer prices rising,Industrial Chemicals,10,active
Inflation,Producer prices rising,Metals,20,active
Inflation,Producer prices rising,Packaging,30,active
Inflation,Producer prices rising,Transportation,40,active
Inflation,Producer prices rising,Construction Materials,50,active
Inflation,Producer prices rising,Industrial Equipment,60,active
Inflation,Producer prices rising,Agriculture,70,active
Inflation,Producer prices rising,Energy Services,80,active
Inflation,Producer prices rising,Food Production,90,active
Inflation,Producer prices rising,Logistics,100,active
Inflation,Producer prices falling,Industrial Equipment,10,active
Inflation,Producer prices falling,Construction,20,active
Inflation,Producer prices falling,Consumer Goods,30,active
Inflation,Producer prices falling,Retail,40,active
Inflation,Producer prices falling,Automotive Services,50,active
Inflation,Producer prices falling,Food Production,60,active
Inflation,Producer prices falling,Packaging,70,active
Inflation,Producer prices falling,Logistics,80,active
Inflation,Producer prices falling,Restaurants,90,active
Inflation,Producer prices falling,Homebuilding,100,active
Inflation,Consumer prices rising,Retail,10,active
Inflation,Consumer prices rising,Consumer Food,20,active
Inflation,Consumer prices rising,Utilities,30,active
Inflation,Consumer prices rising,Housing,40,active
Inflation,Consumer prices rising,Insurance,50,active
Inflation,Consumer prices rising,Healthcare Services,60,active
Inflation,Consumer prices rising,Restaurants,70,active
Inflation,Consumer prices rising,Travel Services,80,active
Inflation,Consumer prices rising,Telecommunications,90,active
Inflation,Consumer prices rising,Consumer Finance,100,active
Inflation,Consumer prices falling,Retail,10,active
Inflation,Consumer prices falling,Consumer Electronics,20,active
Inflation,Consumer prices falling,Restaurants,30,active
Inflation,Consumer prices falling,Travel Services,40,active
Inflation,Consumer prices falling,Homebuilding,50,active
Inflation,Consumer prices falling,Automotive Services,60,active
Inflation,Consumer prices falling,Consumer Goods,70,active
Inflation,Consumer prices falling,Payment Networks,80,active
Inflation,Consumer prices falling,Logistics,90,active
Inflation,Consumer prices falling,Hotels,100,active
Inflation,Input costs increasing,Industrial Chemicals,10,active
Inflation,Input costs increasing,Metals,20,active
Inflation,Input costs increasing,Energy Services,30,active
Inflation,Input costs increasing,Packaging,40,active
Inflation,Input costs increasing,Transportation,50,active
Inflation,Input costs increasing,Agriculture,60,active
Inflation,Input costs increasing,Construction Materials,70,active
Inflation,Input costs increasing,Contract Manufacturing,80,active
Inflation,Input costs increasing,Industrial Equipment,90,active
Inflation,Input costs increasing,Food Production,100,active
Inflation,Wage inflation accelerating,Restaurants,10,active
Inflation,Wage inflation accelerating,Retail,20,active
Inflation,Wage inflation accelerating,Healthcare Services,30,active
Inflation,Wage inflation accelerating,Hotels,40,active
Inflation,Wage inflation accelerating,Transportation,50,active
Inflation,Wage inflation accelerating,Business Services,60,active
Inflation,Wage inflation accelerating,Construction,70,active
Inflation,Wage inflation accelerating,Logistics,80,active
Inflation,Wage inflation accelerating,Industrial Services,90,active
Inflation,Wage inflation accelerating,Consumer Services,100,active
Inflation,Inflation expectations rising,Commercial Banking,10,active
Inflation,Inflation expectations rising,Insurance,20,active
Inflation,Inflation expectations rising,Investment Management,30,active
Inflation,Inflation expectations rising,Retail,40,active
Inflation,Inflation expectations rising,Consumer Finance,50,active
Inflation,Inflation expectations rising,Homebuilding,60,active
Inflation,Inflation expectations rising,Energy Services,70,active
Inflation,Inflation expectations rising,Utilities,80,active
Inflation,Inflation expectations rising,Real Estate,90,active
Inflation,Inflation expectations rising,Consumer Goods,100,active
