ticker,company_name,country,primary_business_tag,business_tags,business_overview
GIS,"General Mills, Inc.",United States,food_beverage,food_beverage;pet_food,"Produces and distributes branded food, snack and pet nutrition products."
GL,Globe Life Inc.,United States,insurance,insurance,"Provides life, supplemental health and related insurance products."
GLW,Corning Incorporated,United States,advanced_materials,advanced_materials;electronics;laboratory_equipment,"Develops advanced glass, ceramics, optical materials and laboratory technologies."
GM,General Motors Company,United States,automotive,automotive;vehicle_finance;electric_vehicles,"Designs, manufactures and markets passenger and commercial vehicles, with additional activities or exposure across vehicle finance and electric mobility."
GNRC,Generac Holdings Inc.,United States,power_generation,power_generation;energy_storage,"Develops power-generation, energy-storage and energy-management technologies."
GOOG,Alphabet Inc.,United States,technology_platforms,technology_platforms;cloud_services;artificial_intelligence;digital_advertising,"Develops digital platforms, cloud services and artificial-intelligence technologies, with additional activities or exposure across digital advertising."
GOOGL,Alphabet Inc.,United States,technology_platforms,technology_platforms;cloud_services;artificial_intelligence;digital_advertising,"Develops digital platforms, cloud services and artificial-intelligence technologies, with additional activities or exposure across digital advertising."
GPC,Genuine Parts Company,United States,industrial_distribution,industrial_distribution;automotive_parts,"Distributes automotive replacement parts, industrial components and maintenance products."
GPN,Global Payments Inc.,United States,payments,payments;financial_technology,"Develops payment technologies, merchant services and financial software platforms."
GRMN,Garmin Ltd,United States,consumer_electronics,consumer_electronics;navigation;wearables,"Develops navigation, wearable and connected electronic devices."
GS,"The Goldman Sachs Group, Inc.",United States,investment_banking,investment_banking;asset_management;wealth_management,"Provides investment banking, asset management and wealth-management services."
GWW,"W.W. Grainger, Inc.",United States,industrial_distribution,industrial_distribution;industrial_supplies,"Distributes maintenance, repair, operating supplies and industrial products."
HAL,Halliburton Company,United States,energy_equipment,energy_equipment;oilfield_services,"Provides oilfield services, drilling technologies and energy engineering solutions."
HAS,"Hasbro, Inc.",United States,toys_games,toys_games;digital_content;media_entertainment,"Designs, manufactures and markets toys, games and entertainment content."
HBAN,Huntington Bancshares Incorporated,United States,banking,banking;wealth_management,"Provides retail, commercial and wealth-management banking services."
HCA,"Hca Healthcare, Inc.",United States,healthcare_services,healthcare_services;hospital_services,"Operates hospitals, outpatient facilities and related healthcare services."
HD,"The Home Depot, Inc.",United States,home_improvement_retail,home_improvement_retail;building_products,"Operates home-improvement retail businesses, with additional activities or exposure across installation and building products."
HIG,"The Hartford Financial Services Group, Inc.",United States,insurance,insurance;asset_management,"Provides commercial and personal insurance products, with additional activities or exposure across investment management."
HII,"Huntington Ingalls Industries, Inc.",United States,aerospace_defence,aerospace_defence;shipbuilding,"Designs, builds and supports naval ships, defence systems and military technologies."
HLT,Hilton Worldwide Holdings Inc.,United States,hospitality,hospitality;hotel_management,"Operates, manages and franchises hotels, resorts and hospitality brands."
HON,Honeywell International Inc.,United States,industrial_automation,industrial_automation;building_automation;aerospace_systems,"Develops industrial automation, building technologies and aerospace systems."
HONA,Honeywell Aerospace,United States,aerospace_defence,aerospace_defence;aerospace_systems,"Develops aerospace systems, propulsion and mission-critical defence technologies."
HOOD,Robinhood Markets,United States,digital_brokerage,digital_brokerage;cryptocurrency;payments,"Operates digital investment, brokerage and cryptocurrency trading platforms."
HPE,Hewlett Packard Enterprise Company,United States,enterprise_infrastructure,enterprise_infrastructure;cloud_services;networking_equipment,"Develops enterprise computing, networking and hybrid cloud infrastructure technologies."
HPQ,Hp Inc.,United States,computer_hardware,computer_hardware;printing,"Develops personal computing, printing and related digital technologies."
HRL,Hormel Foods Corporation,United States,food_beverage,food_beverage,Produces and distributes branded food and nutrition products.
HSIC,"Henry Schein, Inc.",United States,medical_devices,medical_devices;healthcare_distribution,"Distributes medical, dental and healthcare technologies, with additional activities or exposure across practice-management software."
HST,"Host Hotels & Resorts, Inc.",United States,hospitality_real_estate,hospitality_real_estate,Owns and manages hotel and hospitality real-estate assets.
HSY,The Hershey Company,United States,food_beverage,food_beverage;snack_foods,"Produces and distributes confectionery, snacks and related food products."
HUBB,Hubbell Incorporated,United States,electrical_equipment,electrical_equipment;grid_infrastructure,"Develops electrical infrastructure, utility equipment and power-distribution technologies."
HUM,Humana Inc.,United States,healthcare_services,healthcare_services;health_insurance,"Provides health insurance, pharmacy and integrated healthcare services."
HWM,Howmet Aerospace Inc.,United States,aerospace_components,aerospace_components;advanced_materials,"Develops engineered aerospace components, fastening systems and lightweight metal technologies."
IBKR,Interactive Brokers,United States,brokerage,brokerage;trading_platforms,"Provides electronic brokerage, trading platforms and investment services."
IBM,International Business Machines Corporation,United States,enterprise_software,enterprise_software;cloud_services;artificial_intelligence;consulting,"Develops enterprise software, hybrid cloud and artificial-intelligence technologies, with additional activities or exposure across consulting."
ICE,"Intercontinental Exchange, Inc.",United States,exchange_services,exchange_services;financial_technology;market_data,"Operates exchanges, clearing services and financial market infrastructure, with additional activities or exposure across mortgage technology."
IDXX,"Idexx Laboratories, Inc.",United States,diagnostics,diagnostics;veterinary_health;laboratory_equipment,"Develops veterinary diagnostics, laboratory technologies and related healthcare services."
IEX,Idex Corporation,United States,industrial_machinery,industrial_machinery;fluid_management,"Designs, manufactures and supplies fluid-handling, metering and industrial engineering technologies."
IFF,International Flavors & Fragrances Inc.,United States,food_ingredients,food_ingredients;biotechnology;household_products,"Develops flavours, fragrances, specialty ingredients and biotechnology solutions for food, beverage and consumer markets."
INCY,Incyte Corporation,United States,pharmaceuticals,pharmaceuticals;biotechnology,"Develops, manufactures and markets pharmaceutical products, with additional activities or exposure across biotechnology."
INTC,Intel Corporation,United States,semiconductors,semiconductors;artificial_intelligence;foundry_services,"Designs, manufactures and supplies semiconductor technologies, with additional activities or exposure across foundry services and artificial intelligence."
INTU,Intuit Inc.,United States,financial_technology,financial_technology;payments;enterprise_software,"Develops financial management, accounting, tax and payment software platforms."
INVH,Invitation Homes Inc.,United States,residential_real_estate,residential_real_estate;property_management,"Owns, develops and manages single-family residential real-estate assets."
IP,International Paper Company,United States,packaging,packaging;paper_products,"Develops and supplies fibre-based packaging, recycling and related industrial solutions."
IQV,Iqvia Holdings Inc,United States,clinical_research,clinical_research;healthcare_analytics;biotechnology,"Provides clinical research, healthcare analytics and technology services to life-science organisations."
IR,Ingersoll Rand Inc.,United States,industrial_machinery,industrial_machinery;fluid_management,"Develops industrial flow-control, compression and life-science technologies."
IRM,Iron Mountain Incorporated,United States,data_centres,data_centres;information_management,"Provides information management and data-centre services, with additional activities or exposure across records management."
ISRG,"Intuitive Surgical, Inc.",United States,medical_devices,medical_devices;robotic_surgery,Develops robotic-assisted surgical systems and related healthcare technologies.
IT,"Gartner, Inc.",United States,consulting,consulting;research_services,"Provides business research, advisory and consulting services."
ITW,Illinois Tool Works Inc.,United States,industrial_machinery,industrial_machinery;industrial_components,"Designs, manufactures and supplies industrial equipment, engineered components and automation technologies."
IVZ,Invesco Ltd.,United States,asset_management,asset_management;wealth_management,"Provides asset-management, investment and related advisory services."
J,Jacobs Solutions Inc.,United States,engineering_services,engineering_services;consulting,"Provides engineering, consulting and infrastructure services."
JBHT,"J. B. Hunt Transport Services, Inc.",United States,logistics,logistics;freight_transport;intermodal,"Provides freight transportation, intermodal logistics and supply-chain services."
JBL,Jabil,United States,electronics_manufacturing,electronics_manufacturing;cloud_infrastructure,"Provides electronics manufacturing, engineering and supply-chain solutions."
JCI,Johnson Controls International Plc,United States,building_automation,building_automation;climate_technology;physical_security,"Develops building automation, climate-control and security technologies."
JKHY,"Jack Henry & Associates, Inc.",United States,financial_technology,financial_technology;payments;banking_software,"Develops banking software, payment technologies and digital financial platforms."
JNJ,Johnson & Johnson,United States,pharmaceuticals,pharmaceuticals;medical_devices,"Develops, manufactures and markets pharmaceutical products, with additional activities or exposure across medical devices."
JPM,Jpmorgan Chase & Co.,United States,banking,banking;investment_banking;wealth_management;payments,"Provides retail, commercial and investment banking services, with additional activities or exposure across wealth management and payments."
KDP,Keurig Dr Pepper Inc.,United States,beverages,beverages;consumer_beverages,"Produces and distributes hot and cold beverages, brewing systems and related consumer products."
KEY,Keycorp,United States,banking,banking;investment_banking;wealth_management,"Provides retail, commercial and investment banking services."
KEYS,"Keysight Technologies, Inc.",United States,electronic_test_equipment,electronic_test_equipment;enterprise_software,"Develops electronic test, measurement and engineering software solutions."
KHC,The Kraft Heinz Company,United States,food_beverage,food_beverage,"Produces and distributes packaged food, beverage and nutrition products."
KIM,Kimco Realty Corporation.,United States,commercial_real_estate,commercial_real_estate;mixed_use_property,"Owns, develops and manages shopping-centre and mixed-use real-estate assets."
KKR,KKR & Co.,United States,alternative_investments,alternative_investments;asset_management;insurance,"Provides alternative asset-management, capital-markets and insurance solutions."
KLAC,Kla Corporation,United States,semiconductor_equipment,semiconductor_equipment;semiconductor_analytics,"Develops semiconductor inspection, metrology and process-control technologies."
KMB,Kimberly-Clark Corporation,United States,household_products,household_products;personal_care,"Develops, manufactures and markets household, tissue and personal-care products."
KMI,"Kinder Morgan, Inc.",United States,energy_infrastructure,energy_infrastructure;pipeline_infrastructure,"Operates energy transportation, pipeline and storage infrastructure."
KO,The Coca-Cola Company,United States,beverages,beverages,Produces and distributes non-alcoholic beverages and related consumer products.
KR,The Kroger Co.,United States,food_retail,food_retail;pharmacy_retail,"Operates supermarkets, pharmacies and related food retail businesses."
KVUE,Kenvue,United States,consumer_health,consumer_health;personal_care,"Develops, manufactures and markets consumer-health, personal-care and self-care products."
L,Loews Corporation,United States,holding_companies,holding_companies;insurance;energy_infrastructure;hospitality,"Owns and manages diversified businesses, with additional activities or exposure across insurance, energy infrastructure and hospitality."
LDOS,"Leidos Holdings, Inc.",United States,government_services,government_services;cybersecurity;defence_technology,"Provides technology, engineering and digital services to government and defence organisations."
LEN,Lennar Corporation,United States,homebuilding,homebuilding;mortgage_services,"Develops residential communities, with additional activities or exposure across mortgage and financial services."
LH,Laboratory Corporation Of America Holdings,United States,diagnostics,diagnostics;clinical_research,"Provides laboratory testing, diagnostics and clinical research services."
LHX,"L3Harris Technologies, Inc.",United States,aerospace_defence,aerospace_defence;communications_equipment,"Develops aerospace, defence, communications and mission-critical technologies."
LII,Lennox International,United States,climate_technology,climate_technology;industrial_machinery,"Develops heating, ventilation, air-conditioning and refrigeration technologies."
LIN,Linde Public Limited Company,United States,industrial_gases,industrial_gases;engineering_services,"Produces industrial and medical gases, equipment and related engineering services."
LITE,Lumentum,United States,photonics,photonics;communications_equipment,"Develops optical networking, photonic and laser technologies."
LLY,Eli Lilly And Company,United States,pharmaceuticals,pharmaceuticals,"Develops, manufactures and markets pharmaceutical products."
LMT,Lockheed Martin Corporation,United States,aerospace_defence,aerospace_defence,"Designs, manufactures and supports aerospace, defence and space technologies."
LNT,Alliant Energy Corporation,United States,utilities,utilities;electricity_generation;natural_gas,"Generates, transmits and distributes electricity and natural gas through regulated utility operations."
LOW,"Lowe'S Companies, Inc.",United States,home_improvement_retail,home_improvement_retail;building_products,"Operates home-improvement retail businesses, with additional activities or exposure across installation services."
LRCX,Lam Research Corporation,United States,semiconductor_equipment,semiconductor_equipment,Develops semiconductor manufacturing equipment and related technologies.
LULU,Lululemon Athletica Inc.,United States,apparel,apparel;footwear,"Designs, manufactures and markets athletic apparel, footwear and related lifestyle products."
LUV,Southwest Airlines Co.,United States,airlines,airlines;passenger_transport,Provides passenger airline transportation services.
LVS,Las Vegas Sands Corp.,United States,hospitality,hospitality;gaming;resorts,"Owns, develops and operates integrated resorts, hotels, gaming and entertainment destinations."
LW,Lyondellbasell Industries Nv,United States,chemicals,chemicals;advanced_materials,"Develops, manufactures and supplies industrial chemicals, polymers and advanced materials."
LYB,"Live Nation Entertainment, Inc.",United States,live_entertainment,live_entertainment;ticketing;media_entertainment,"Operates live entertainment, ticketing and event promotion platforms."
MA,Mastercard Incorporated.,United States,payments,payments;financial_technology;digital_payments,Develops payment-network technologies and digital financial infrastructure.
MAA,"Mid-America Apartment Communities, Inc.",United States,residential_real_estate,residential_real_estate;property_management,"Owns, develops and manages residential apartment communities."
MAR,"Marriott International, Inc.",United States,hospitality,hospitality;hotels;travel_services,"Operates, franchises and manages hotels, resorts and hospitality services."
MAS,Masco Corporation,United States,building_products,building_products;home_improvement,"Develops, manufactures and supplies building products, plumbing systems and home-improvement solutions."
MCD,Mcdonald'S Corporation,United States,restaurants,restaurants;food_service,Operates quick-service restaurant brands and related food-service operations.
MCHP,Microchip Technology Incorporated,United States,semiconductors,semiconductors;embedded_systems,"Designs, manufactures and supplies embedded semiconductor and connectivity technologies."
MCK,Mckesson Corporation,United States,pharmaceutical_distribution,pharmaceutical_distribution;healthcare_services,"Distributes pharmaceuticals and medical products, with additional activities across healthcare technology and oncology services."
MCO,Moody'S Corporation,United States,financial_analytics,financial_analytics;credit_ratings;risk_management,"Provides credit ratings, financial analytics and risk-management services."
MDLZ,"Mondelez International, Inc.",United States,food_beverage,food_beverage;snacks,"Develops, manufactures and markets snack foods, confectionery and beverage products."
MDT,Medtronic Public Limited Company,United States,medical_devices,medical_devices;healthcare_technology,"Develops medical devices, surgical technologies and healthcare solutions."
MELI,"Mercadolibre, Inc.",United States,digital_marketplaces,digital_marketplaces;payments;logistics,"Operates digital marketplaces, payment platforms and logistics services."
MET,"Metlife, Inc.",United States,insurance,insurance;asset_management,"Provides insurance, retirement and asset-management services."
META,"Meta Platforms, Inc.",United States,social_platforms,social_platforms;digital_advertising;artificial_intelligence,"Develops digital communication platforms, advertising technologies and artificial intelligence services."
MGM,Mgm Resorts International,United States,hospitality,hospitality;gaming;resorts,"Operates integrated resorts, gaming, entertainment and hospitality businesses."
MKC,"Mccormick & Company, Incorporated",United States,food_ingredients,food_ingredients;consumer_food,"Develops, manufactures and markets herbs, spices, seasonings and food ingredients."
MLM,"Martin Marietta Materials, Inc.",United States,construction_materials,construction_materials;aggregates,"Produces aggregates, cement and other construction materials."
MMM,3M Company,United States,industrial_products,industrial_products;materials;electronics,"Develops diversified industrial, safety, healthcare and electronic products."
MNST,Monster Beverage Corporation,United States,beverages,beverages;energy_drinks,"Develops, manufactures and markets energy drinks and related beverages."
MO,"Altria Group, Inc.",United States,tobacco,tobacco,"Develops, manufactures and markets tobacco and nicotine products."
MOS,The Mosaic Company,United States,agriculture_inputs,agriculture_inputs;chemicals,"Produces crop nutrients, fertilisers and agricultural chemicals."
MPC,Marathon Petroleum Corporation,United States,refining,refining;fuel_distribution;energy_infrastructure,"Refines, markets and distributes petroleum products and related energy infrastructure services."
MPWR,"Monolithic Power Systems, Inc.",United States,semiconductors,semiconductors;power_management,Designs power-management semiconductor technologies.
MRK,"Merck & Co., Inc.",United States,pharmaceuticals,pharmaceuticals;animal_health,"Develops pharmaceuticals, vaccines and animal-health products."
MRNA,"Moderna, Inc.",United States,biotechnology,biotechnology;vaccines,"Develops messenger-RNA medicines, vaccines and biotechnology therapies."
MRSH,Marsh McLennan,United States,insurance,insurance;reinsurance;consulting,"Provides insurance brokerage, reinsurance and risk advisory services."
MRVL,"Marvell Technology, Inc",United States,semiconductors,semiconductors;networking;data_centres,"Designs semiconductor technologies for networking, data-centre and AI infrastructure."
MS,Morgan Stanley,United States,investment_banking,investment_banking;wealth_management;asset_management,"Provides investment banking, wealth management and investment-management services."
MSCI,Msci Inc.,United States,market_indices,market_indices;financial_analytics;esg,"Develops market indices, portfolio analytics and investment research services."
MSFT,Microsoft Corporation,United States,enterprise_software,enterprise_software;cloud_computing;artificial_intelligence,"Develops enterprise software, cloud platforms and artificial intelligence technologies."
MSI,"Motorola Solutions, Inc.",United States,communications_equipment,communications_equipment;public_safety;video_security,"Develops communications, public-safety and security technologies."
MSTR,MicroStrategy,United States,enterprise_software,enterprise_software;business_intelligence;digital_assets,"Develops enterprise analytics software, with additional activities across digital asset treasury management."
MTB,M&T Bank Corporation,United States,banking,banking;commercial_banking;wealth_management,"Provides retail, commercial and institutional banking services."
MTD,Mettler-Toledo International Inc.,United States,laboratory_equipment,laboratory_equipment;precision_instruments,"Develops laboratory instruments, precision measurement and industrial weighing systems."
MU,"Micron Technology, Inc.",United States,semiconductors,semiconductors;memory,"Develops memory, storage and semiconductor technologies."
NBIS,Nebius Group,United States,cloud_infrastructure,cloud_infrastructure;artificial_intelligence,Develops artificial intelligence cloud infrastructure and related technology platforms.
NCLH,Norwegian Cruise Line Holdings Ltd.,United States,cruise_lines,cruise_lines;hospitality,Operates global cruise and travel businesses.
NDAQ,"Nasdaq, Inc.",United States,capital_markets,capital_markets;exchange_operations;financial_technology,"Operates exchange infrastructure, capital-markets technology and financial platforms."
NDSN,Nordson Corporation,United States,industrial_machinery,industrial_machinery;fluid_management;medical_devices,"Develops precision dispensing, fluid-management and industrial automation technologies."
NEE,"Nextera Energy, Inc.",United States,utilities,utilities;renewable_energy;electricity_generation,"Generates, transmits and distributes electricity, with additional activities across renewable energy."
NEM,Newmont Corporation,United States,mining,mining;precious_metals,Produces gold and other industrial and precious metals.
NFLX,"Netflix, Inc.",United States,streaming,streaming;media_entertainment,Develops and operates digital streaming and entertainment platforms.
NI,Nisource Inc.,United States,utilities,utilities;natural_gas;electricity_generation,"Generates, transmits and distributes electricity and natural gas through regulated utility operations."
NKE,"Nike, Inc.",United States,apparel,apparel;footwear,"Designs, manufactures and markets athletic footwear, apparel and related lifestyle products."
NOC,Northrop Grumman Corporation,United States,aerospace_defence,aerospace_defence;space,"Develops aerospace, defence and space technologies."
NOW,"Servicenow, Inc.",United States,enterprise_software,enterprise_software;workflow_automation;artificial_intelligence,"Develops enterprise workflow, automation and artificial intelligence platforms."
NRG,"Nrg Energy, Inc.",United States,utilities,utilities;electricity_generation;energy_services,Generates and supplies electricity and energy services to residential and commercial customers.
NSC,Norfolk Southern Corporation,United States,rail_transport,rail_transport;logistics,Provides rail freight transportation and logistics services.
NTAP,"Netapp, Inc.",United States,data_infrastructure,data_infrastructure;cloud_infrastructure,"Develops enterprise data-storage, cloud infrastructure and data-management technologies."
NTRS,Northern Trust Corporation,United States,asset_management,asset_management;custody;wealth_management,"Provides asset servicing, wealth management, custody and investment-management services."
NUE,Nucor Corporation,United States,steel,steel;industrial_materials;recycling,"Produces steel, fabricated steel products and recycled metal materials."
NVDA,Nvidia Corporation,United States,semiconductors,semiconductors;artificial_intelligence;data_centres,"Develops accelerated computing, artificial intelligence and semiconductor technologies."
NVR,"Nvr, Inc.",United States,residential_construction,residential_construction;mortgage_services,Develops residential housing communities and mortgage-financing services.
NWS,News Corporation,United States,publishing,publishing;news_media;digital_media,"Develops and distributes news, publishing and digital media services."
NWSA,News Corporation,United States,publishing,publishing;news_media;digital_media,"Develops and distributes news, publishing and digital media services."
NXPI,NXP  Semiconductors Nv,United States,semiconductors,semiconductors;automotive_electronics;iot,"Develops semiconductor technologies for automotive, industrial and connected devices."
O,Realty Income Corporation,United States,commercial_real_estate,commercial_real_estate;property_management,Owns and manages commercial real-estate leased under long-term agreements.
ODFL,"Old Dominion Freight Line, Inc.",United States,logistics,logistics;road_freight,Provides freight transportation and logistics services.
OKE,"Oneok, Inc.",United States,energy_infrastructure,energy_infrastructure;natural_gas;pipelines,"Operates natural-gas and liquids gathering, processing, storage and pipeline infrastructure."
OMC,Omnicom Group Inc.,United States,advertising,advertising;marketing;digital_media,"Provides advertising, marketing, branding and communications services."
ON,On Semiconductor Corporation,United States,semiconductors,semiconductors;power_management;sensors,Develops power-management and intelligent sensing semiconductor technologies.
ORCL,Oracle Corporation,United States,enterprise_software,enterprise_software;cloud_computing;databases,"Develops enterprise software, cloud infrastructure and database technologies."
ORLY,"O'Reilly Automotive, Inc.",United States,automotive_retail,automotive_retail;automotive_aftermarket,"Operates specialty retail stores supplying automotive parts, tools and maintenance products."
OTIS,Otis Worldwide Corporation,United States,industrial_machinery,industrial_machinery;building_systems,"Designs, manufactures, installs and services elevators and escalators."
OXY,Occidental Petroleum Corporation,United States,oil_gas,oil_gas;midstream,"Explores, produces and markets oil and natural gas, with additional midstream activities."
PANW,"Palo Alto Networks, Inc.",United States,cybersecurity,cybersecurity;cloud_security;identity_security,"Develops cybersecurity platforms for network, cloud and identity protection."
PAYX,"Paychex, Inc.",United States,human_capital_management,human_capital_management;payroll;hr_services,"Provides payroll, human resources and workforce-management solutions."
PCAR,Paccar Inc,United States,commercial_vehicles,commercial_vehicles;vehicle_finance,"Designs, manufactures and finances commercial trucks and related vehicles."
PCG,Pg&E Corporation,United States,utilities,utilities;electricity_generation;natural_gas,"Generates, transmits and distributes electricity and natural gas."
PDD,Pdd Holdings Inc.,United States,digital_marketplaces,digital_marketplaces;ecommerce;logistics,Operates global digital marketplace platforms and commerce infrastructure.
PEG,Public Service Enterprise Group Incorporated,United States,utilities,utilities;electricity_generation;natural_gas,"Generates, transmits and distributes electricity and natural gas."
PEP,"Pepsico, Inc.",United States,food_beverage,food_beverage;beverages;snacks,"Develops, manufactures and markets beverages and convenient food products."
PFE,Pfizer Inc.,United States,pharmaceuticals,pharmaceuticals;vaccines,"Develops, manufactures and markets biopharmaceutical products and vaccines."
PFG,"Principal Financial Group, Inc.",United States,insurance,insurance;asset_management;retirement_services,"Provides insurance, retirement and investment-management services."
PG,The Procter & Gamble Company,United States,household_products,household_products;consumer_goods,"Develops, manufactures and markets branded household and personal-care products."
PGR,The Progressive Corporation,United States,insurance,insurance;motor_insurance,Provides personal and commercial insurance products.
PH,Parker-Hannifin Corporation,United States,industrial_machinery,industrial_machinery;motion_control,"Develops motion-control, fluid-power and industrial-engineering technologies."
PHM,"Pultegroup, Inc.",United States,residential_construction,residential_construction;mortgage_services,Develops residential housing communities and related financing services.
PKG,Packaging Corporation Of America,United States,packaging,packaging;paper_products,"Produces packaging, containerboard and paper products."
PLD,"Prologis, Inc.",United States,logistics_real_estate,logistics_real_estate;property_management,"Owns, develops and manages logistics and industrial real-estate assets."
PLTR,Palantir Technologies,United States,analytics_platforms,analytics_platforms;artificial_intelligence;government_technology,"Develops enterprise analytics, artificial intelligence and decision-support platforms."
PM,Philip Morris International Inc.,United States,tobacco,tobacco,Develops and markets tobacco and smoke-free nicotine products.
PNC,"The Pnc Financial Services Group, Inc.",United States,banking,banking;wealth_management,"Provides retail, commercial and institutional banking services."
PNR,Pentair Public Limited Company,United States,water_infrastructure,water_infrastructure;industrial_machinery,"Develops water-treatment, fluid-management and pool technologies."
PNW,Pinnacle West Capital Corporation,United States,utilities,utilities;electricity_generation,"Generates, transmits and distributes electricity."
PODD,Insulet Corporation,United States,medical_devices,medical_devices;diabetes_care,Develops insulin-delivery medical devices and diabetes-care technologies.
PPG,"Ppg Industries, Inc.",United States,chemicals,chemicals;coatings,"Develops paints, coatings and specialty chemical products."
PPL,Ppl Corporation,United States,utilities,utilities;electricity_generation;natural_gas,"Generates, transmits and distributes electricity and natural gas."
PRU,"Prudential Financial, Inc.",United States,insurance,insurance;asset_management;retirement_services,"Provides insurance, retirement and investment-management services."
PSA,Public Storage Operating Company,United States,self_storage,self_storage;property_management,Owns and operates self-storage real-estate facilities.
PSKY,Paramount Skydance Corporation,United States,media_entertainment,media_entertainment;streaming;television,"Produces and distributes television, film and streaming entertainment."
PSX,Phillips 66,United States,refining,refining;petrochemicals;fuel_distribution,"Refines, transports and markets petroleum and petrochemical products."
PTC,Ptc Inc.,United States,industrial_software,industrial_software;product_lifecycle_management,"Develops engineering, CAD and product lifecycle management software."
PWR,"Quanta Services, Inc.",United States,infrastructure_engineering,infrastructure_engineering;energy_infrastructure,"Designs, builds and maintains energy and communications infrastructure."
PYPL,"Paypal Holdings, Inc.",United States,payments,payments;financial_technology;digital_wallets,"Develops digital payment platforms, merchant services and financial technologies."
Q,Qnity Electronics,United States,semiconductor_materials,semiconductor_materials;electronics_materials,Develops materials and manufacturing solutions for semiconductor production.
QCOM,Qualcomm Incorporated,United States,semiconductors,semiconductors;wireless;mobile_chipsets,Develops wireless semiconductor and communications technologies.
RCL,Royal Caribbean Cruises Ltd.,United States,cruise_lines,cruise_lines;hospitality,Operates global cruise and travel businesses.
REG,Regency Centers Corporation,United States,retail_real_estate,retail_real_estate;property_management,"Owns, develops and manages retail shopping-centre real-estate assets."
REGN,"Regeneron Pharmaceuticals, Inc.",United States,biotechnology,biotechnology;drug_discovery,"Develops, manufactures and commercialises biotechnology medicines for serious diseases."
RF,Regions Financial Corporation,United States,banking,banking;wealth_management,"Provides retail, commercial and wealth-management banking services."
RJF,"Raymond James Financial, Inc.",United States,investment_banking,investment_banking;asset_management;wealth_management,"Provides investment banking, asset management, wealth management and brokerage services."
RKLB,Rocket Lab,United States,space_technology,space_technology;satellites;launch_services,"Designs, manufactures and launches rockets, spacecraft and satellite systems."
RL,Ralph Lauren Corporation,United States,apparel,apparel;luxury_goods,"Designs, markets and distributes luxury apparel, accessories and lifestyle products."
RMD,Resmed Inc.,United States,medical_devices,medical_devices;digital_health,Develops respiratory medical devices and connected digital-health software.
ROK,"Rockwell Automation, Inc.",United States,industrial_automation,industrial_automation;industrial_software,"Develops industrial automation, control systems and digital manufacturing technologies."
ROL,"Rollins, Inc.",United States,facilities_services,facilities_services;pest_control,Provides pest-control and environmental protection services.
ROP,"Roper Technologies, Inc.",United States,enterprise_software,enterprise_software;vertical_software,Develops vertical software and technology-enabled solutions.
ROST,"Ross Stores, Inc.",United States,discount_retail,discount_retail;apparel_retail,"Operates off-price retail stores selling apparel, footwear and home products."
RSG,"Republic Services, Inc.",United States,environmental_services,environmental_services;waste_management;recycling,"Provides waste management, recycling and environmental services."
RTX,Rtx Corporation,United States,aerospace_defence,aerospace_defence;aircraft_engines;missile_systems,"Develops aerospace, defence and aircraft propulsion technologies."
RVTY,"Revvity, Inc.",United States,life_sciences,life_sciences;diagnostics,"Develops life-science technologies, diagnostics and laboratory solutions."
SBAC,Sba Communications Corporation,United States,telecommunications_infrastructure,telecommunications_infrastructure;towers,Owns and operates wireless communications tower infrastructure.
SBUX,Starbucks Corporation,United States,coffee_retail,coffee_retail;food_service,Operates specialty coffee shops and branded food-service businesses.
SCHW,The Charles Schwab Corporation,United States,brokerage,brokerage;asset_management;banking,"Provides brokerage, banking, custody and wealth-management services."
SHOP,Shopify,United States,ecommerce_platforms,ecommerce_platforms;payments;digital_marketplaces,Develops digital commerce platforms and merchant infrastructure.
SHW,The Sherwin-Williams Company,United States,coatings,coatings;specialty_chemicals,"Develops paints, coatings and specialty chemical products."
SJM,The J. M. Smucker Company,United States,food_beverage,food_beverage;consumer_brands,"Develops, manufactures and markets branded food and beverage products."
SLB,Schlumberger N.V.,United States,oilfield_services,oilfield_services;energy_technology,"Provides oilfield technologies, engineering and digital energy solutions."
SMCI,Supermicro,United States,server_hardware,server_hardware;artificial_intelligence;data_centres,"Develops server, storage and artificial-intelligence computing infrastructure."
SNA,Snap-On Incorporated,United States,industrial_tools,industrial_tools;diagnostics,"Manufactures professional tools, diagnostics and industrial equipment."
SNDK,Sandisk,United States,data_storage,data_storage;flash_memory,"Develops flash-memory, solid-state storage and data-storage technologies."
SNPS,"Synopsys, Inc.",United States,semiconductor_design_software,semiconductor_design_software;electronic_design_automation,Develops electronic design automation software and semiconductor intellectual property.
SO,The Southern Company,United States,utilities,utilities;electricity_generation;natural_gas,"Generates, transmits and distributes electricity and natural gas."
SOLV,Solventum,United States,medical_devices,medical_devices;healthcare_technology,"Develops medical devices, healthcare technologies and clinical software solutions."
SPCX,SpaceX,United States,satellites,satellites;space_technology;broadband,Develops launch systems and operates satellite communications and broadband infrastructure.
SPG,"Simon Property Group, Inc.",United States,retail_real_estate,retail_real_estate;property_management,"Owns, develops and manages shopping-centre real-estate assets."
SPGI,S&P Global Inc.,United States,financial_information,financial_information;market_data;credit_ratings,"Provides financial information, market data, ratings and benchmark indices."
SRE,Sempra,United States,utilities,utilities;energy_infrastructure;natural_gas,"Operates electricity, natural-gas and energy infrastructure assets."
